drug_row,drug_col,cell_line_name,css
TEMOZOLOMIDE,LAPATINIB,OVCAR3,19.583
TEMOZOLOMIDE,MK-2206,OVCAR3,42.791
TEMOZOLOMIDE,MK-2206,OVCAR3,42.477
TEMOZOLOMIDE,MK-2206,OVCAR3,45.02
TEMOZOLOMIDE,MK-2206,OVCAR3,45.277
TEMOZOLOMIDE,MK-4827,OVCAR3,11.461
TEMOZOLOMIDE,MK-4827,OVCAR3,7.3515
TEMOZOLOMIDE,MK-4827,OVCAR3,8.625
TEMOZOLOMIDE,MK-4827,OVCAR3,7.584
TEMOZOLOMIDE,MK-5108,OVCAR3,5.378
TEMOZOLOMIDE,MK-5108,OVCAR3,5.202
TEMOZOLOMIDE,MK-5108,OVCAR3,8.03
TEMOZOLOMIDE,MK-5108,OVCAR3,9.187
TEMOZOLOMIDE,MK-8669,OVCAR3,17.1465
TEMOZOLOMIDE,MK-8669,OVCAR3,12.025
TEMOZOLOMIDE,MK-8669,OVCAR3,15.434
TEMOZOLOMIDE,MK-8669,OVCAR3,14.1535
TEMOZOLOMIDE,MK-8776,OVCAR3,36.4665
TEMOZOLOMIDE,MK-8776,OVCAR3,30.3385
TEMOZOLOMIDE,MK-8776,OVCAR3,31.551
TEMOZOLOMIDE,MK-8776,OVCAR3,32.882
TEMOZOLOMIDE,OXALIPLATIN,OVCAR3,5.455
TEMOZOLOMIDE,OXALIPLATIN,OVCAR3,9.6215
TEMOZOLOMIDE,OXALIPLATIN,OVCAR3,6.271
TEMOZOLOMIDE,OXALIPLATIN,OVCAR3,2.6615
TEMOZOLOMIDE,PD325901,OVCAR3,13.237
TEMOZOLOMIDE,PD325901,OVCAR3,12.035
TEMOZOLOMIDE,PD325901,OVCAR3,8.068
TEMOZOLOMIDE,PD325901,OVCAR3,11.1655
TEMOZOLOMIDE,SN-38,OVCAR3,15.3885
TEMOZOLOMIDE,SN-38,OVCAR3,8.609
TEMOZOLOMIDE,SN-38,OVCAR3,14.562
TEMOZOLOMIDE,SN-38,OVCAR3,20.0375
TEMOZOLOMIDE,SORAFENIB,OVCAR3,38.086
TEMOZOLOMIDE,SORAFENIB,OVCAR3,38.0315
TEMOZOLOMIDE,SORAFENIB,OVCAR3,40.3425
TEMOZOLOMIDE,SORAFENIB,OVCAR3,35.6555
TEMOZOLOMIDE,TOPOTECAN,OVCAR3,67.0725
TEMOZOLOMIDE,TOPOTECAN,OVCAR3,67.7875
TEMOZOLOMIDE,TOPOTECAN,OVCAR3,68.357
TEMOZOLOMIDE,TOPOTECAN,OVCAR3,66.9265
TOPOTECAN,BEZ-235,OVCAR3,86.1335
TOPOTECAN,BEZ-235,OVCAR3,87.109
TOPOTECAN,BEZ-235,OVCAR3,87.512
TOPOTECAN,BEZ-235,OVCAR3,87.6425
TOPOTECAN,DINACICLIB,OVCAR3,74.8825
TOPOTECAN,DINACICLIB,OVCAR3,72.4665
TOPOTECAN,DINACICLIB,OVCAR3,69.386
TOPOTECAN,DINACICLIB,OVCAR3,69.7745
TOPOTECAN,MK-8776,OVCAR3,91.5305
TOPOTECAN,MK-8776,OVCAR3,92.1855
TOPOTECAN,MK-8776,OVCAR3,90.9915
TOPOTECAN,MK-8776,OVCAR3,90.855
TOPOTECAN,SORAFENIB,OVCAR3,74.326
TOPOTECAN,SORAFENIB,OVCAR3,71.1235
TOPOTECAN,SORAFENIB,OVCAR3,66.6905
TOPOTECAN,SORAFENIB,OVCAR3,66.1105
VINBLASTINE,ABT-888,OVCAR3,9.1555
VINBLASTINE,ABT-888,OVCAR3,19.23
VINBLASTINE,ABT-888,OVCAR3,14.4195
VINBLASTINE,ABT-888,OVCAR3,16.7105
VINBLASTINE,AZD1775,OVCAR3,74.869
VINBLASTINE,AZD1775,OVCAR3,80.1335
VINBLASTINE,AZD1775,OVCAR3,82.46
VINBLASTINE,AZD1775,OVCAR3,77.526
VINBLASTINE,BEZ-235,OVCAR3,75.162
VINBLASTINE,BEZ-235,OVCAR3,73.59
VINBLASTINE,BEZ-235,OVCAR3,78.041
VINBLASTINE,BEZ-235,OVCAR3,66.574
VINBLASTINE,BORTEZOMIB,OVCAR3,72.102
VINBLASTINE,BORTEZOMIB,OVCAR3,72.912
VINBLASTINE,BORTEZOMIB,OVCAR3,70.4425
VINBLASTINE,BORTEZOMIB,OVCAR3,70.203
VINBLASTINE,DASATINIB,OVCAR3,49.6865
VINBLASTINE,DASATINIB,OVCAR3,47.235
VINBLASTINE,DASATINIB,OVCAR3,55.711
VINBLASTINE,DASATINIB,OVCAR3,52.7225
VINBLASTINE,DINACICLIB,OVCAR3,60.431
VINBLASTINE,DINACICLIB,OVCAR3,61.252
VINBLASTINE,DINACICLIB,OVCAR3,62.9955
VINBLASTINE,DINACICLIB,OVCAR3,47.4715
VINBLASTINE,ERLOTINIB,OVCAR3,76.379
VINBLASTINE,ERLOTINIB,OVCAR3,75.127
VINBLASTINE,ERLOTINIB,OVCAR3,78.7125
VINBLASTINE,ERLOTINIB,OVCAR3,78.509
VINBLASTINE,GELDANAMYCIN,OVCAR3,61.625
VINBLASTINE,GELDANAMYCIN,OVCAR3,60.189
VINBLASTINE,GELDANAMYCIN,OVCAR3,64.915
VINBLASTINE,GELDANAMYCIN,OVCAR3,59.802
VINBLASTINE,L778123,OVCAR3,48.9675
VINBLASTINE,L778123,OVCAR3,45.9245
VINBLASTINE,L778123,OVCAR3,46.677
VINBLASTINE,L778123,OVCAR3,52.844
VINBLASTINE,LAPATINIB,OVCAR3,43.534
VINBLASTINE,LAPATINIB,OVCAR3,49.62
VINBLASTINE,LAPATINIB,OVCAR3,53.3225
VINBLASTINE,LAPATINIB,OVCAR3,48.4325
VINBLASTINE,MK-2206,OVCAR3,58.201
VINBLASTINE,MK-2206,OVCAR3,61.7345
VINBLASTINE,MK-2206,OVCAR3,67.0915
VINBLASTINE,MK-2206,OVCAR3,60.849
VINBLASTINE,MK-4827,OVCAR3,21.2255
VINBLASTINE,MK-4827,OVCAR3,34.015
VINBLASTINE,MK-4827,OVCAR3,37.0815
VINBLASTINE,MK-4827,OVCAR3,23.6425
VINBLASTINE,MK-5108,OVCAR3,50.313
VINBLASTINE,MK-5108,OVCAR3,49.6985
VINBLASTINE,MK-5108,OVCAR3,58.21
VINBLASTINE,MK-5108,OVCAR3,54.8135
VINBLASTINE,MK-8669,OVCAR3,30.0375
VINBLASTINE,MK-8669,OVCAR3,43.647
VINBLASTINE,MK-8669,OVCAR3,48.3785
VINBLASTINE,MK-8669,OVCAR3,39.6505
VINBLASTINE,MK-8776,OVCAR3,38.2255
VINBLASTINE,MK-8776,OVCAR3,38.378
VINBLASTINE,MK-8776,OVCAR3,49.641
VINBLASTINE,MK-8776,OVCAR3,48.4085
VINBLASTINE,PD325901,OVCAR3,36.347
VINBLASTINE,PD325901,OVCAR3,44.8555
VINBLASTINE,PD325901,OVCAR3,47.402
VINBLASTINE,PD325901,OVCAR3,35.3345
VINBLASTINE,SORAFENIB,OVCAR3,65.3685
VINBLASTINE,SORAFENIB,OVCAR3,77.56
VINBLASTINE,SORAFENIB,OVCAR3,76.526
VINBLASTINE,SORAFENIB,OVCAR3,79.4185
VINBLASTINE,SUNITINIB,OVCAR3,30.453
VINBLASTINE,SUNITINIB,OVCAR3,40.262
VINBLASTINE,SUNITINIB,OVCAR3,42.881
VINBLASTINE,SUNITINIB,OVCAR3,38.756
VINBLASTINE,TEMOZOLOMIDE,OVCAR3,16.4125
VINBLASTINE,TEMOZOLOMIDE,OVCAR3,21.1615
VINBLASTINE,TEMOZOLOMIDE,OVCAR3,22.5175
VINBLASTINE,TEMOZOLOMIDE,OVCAR3,14.2725
VINBLASTINE,ZOLINZA,OVCAR3,71.7265
VINBLASTINE,ZOLINZA,OVCAR3,70.3275
VINBLASTINE,ZOLINZA,OVCAR3,76.0765
VINBLASTINE,ZOLINZA,OVCAR3,70.8175
VINORELBINE,ABT-888,OVCAR3,58.7
VINORELBINE,ABT-888,OVCAR3,49.64
VINORELBINE,ABT-888,OVCAR3,46.4285
VINORELBINE,ABT-888,OVCAR3,58.3935
VINORELBINE,AZD1775,OVCAR3,67.6435
VINORELBINE,AZD1775,OVCAR3,80.2045
VINORELBINE,AZD1775,OVCAR3,75.996
VINORELBINE,AZD1775,OVCAR3,78.462
VINORELBINE,BEZ-235,OVCAR3,70.192
VINORELBINE,BEZ-235,OVCAR3,69.1545
VINORELBINE,BEZ-235,OVCAR3,77.84
VINORELBINE,BEZ-235,OVCAR3,66.7975
VINORELBINE,BORTEZOMIB,OVCAR3,66.537
VINORELBINE,BORTEZOMIB,OVCAR3,52.0335
VINORELBINE,BORTEZOMIB,OVCAR3,52.438
VINORELBINE,BORTEZOMIB,OVCAR3,71.7655
VINORELBINE,DASATINIB,OVCAR3,67.6955
VINORELBINE,DASATINIB,OVCAR3,59.0155
VINORELBINE,DASATINIB,OVCAR3,66.8575
VINORELBINE,DASATINIB,OVCAR3,53.79
VINORELBINE,DINACICLIB,OVCAR3,61.783
VINORELBINE,DINACICLIB,OVCAR3,77.52
VINORELBINE,DINACICLIB,OVCAR3,74.222
VINORELBINE,DINACICLIB,OVCAR3,58.4585
VINORELBINE,ERLOTINIB,OVCAR3,57.723
VINORELBINE,ERLOTINIB,OVCAR3,63.78
VINORELBINE,ERLOTINIB,OVCAR3,56.6375
VINORELBINE,ERLOTINIB,OVCAR3,64.533
VINORELBINE,GELDANAMYCIN,OVCAR3,69.46
VINORELBINE,GELDANAMYCIN,OVCAR3,65.9075
VINORELBINE,GELDANAMYCIN,OVCAR3,53.238
VINORELBINE,GELDANAMYCIN,OVCAR3,55.7425
VINORELBINE,LAPATINIB,OVCAR3,66.001
VINORELBINE,LAPATINIB,OVCAR3,48.095
VINORELBINE,LAPATINIB,OVCAR3,63.489
VINORELBINE,LAPATINIB,OVCAR3,46.6025
VINORELBINE,MK-2206,OVCAR3,68.8085
VINORELBINE,MK-2206,OVCAR3,70.969
VINORELBINE,MK-2206,OVCAR3,69.069
VINORELBINE,MK-2206,OVCAR3,72.7765
VINORELBINE,MK-4827,OVCAR3,23.2525
VINORELBINE,MK-4827,OVCAR3,39.813
VINORELBINE,MK-4827,OVCAR3,28.273
VINORELBINE,MK-4827,OVCAR3,28.432
VINORELBINE,MK-5108,OVCAR3,20.2075
VINORELBINE,MK-5108,OVCAR3,20.2725
VINORELBINE,MK-5108,OVCAR3,39.509
VINORELBINE,MK-5108,OVCAR3,28.1485
VINORELBINE,MK-8669,OVCAR3,32.615
VINORELBINE,MK-8669,OVCAR3,55.7435
VINORELBINE,MK-8669,OVCAR3,36.1315
VINORELBINE,MK-8669,OVCAR3,58.644
VINORELBINE,MK-8776,OVCAR3,49.984
VINORELBINE,MK-8776,OVCAR3,62.66
VINORELBINE,MK-8776,OVCAR3,56.953
VINORELBINE,MK-8776,OVCAR3,72.741
VINORELBINE,PD325901,OVCAR3,47.9325
VINORELBINE,PD325901,OVCAR3,39.7965
VINORELBINE,PD325901,OVCAR3,39.574
VINORELBINE,PD325901,OVCAR3,58.87
VINORELBINE,SORAFENIB,OVCAR3,45.3135
VINORELBINE,SORAFENIB,OVCAR3,51.0065
VINORELBINE,SORAFENIB,OVCAR3,48.7025
VINORELBINE,SORAFENIB,OVCAR3,56.781
VINORELBINE,SUNITINIB,OVCAR3,46.421
VINORELBINE,SUNITINIB,OVCAR3,42.41
VINORELBINE,SUNITINIB,OVCAR3,44.4015
VINORELBINE,SUNITINIB,OVCAR3,46.3645
VINORELBINE,TEMOZOLOMIDE,OVCAR3,33.358
VINORELBINE,TEMOZOLOMIDE,OVCAR3,56.479
VINORELBINE,TEMOZOLOMIDE,OVCAR3,59.0625
VINORELBINE,TEMOZOLOMIDE,OVCAR3,40.0805
VINORELBINE,ZOLINZA,OVCAR3,76.792
VINORELBINE,ZOLINZA,OVCAR3,73.0595
VINORELBINE,ZOLINZA,OVCAR3,81.064
VINORELBINE,ZOLINZA,OVCAR3,73.0015
ZOLINZA,ABT-888,OVCAR3,58.9745
ZOLINZA,ABT-888,OVCAR3,63.877
ZOLINZA,ABT-888,OVCAR3,54.956
ZOLINZA,ABT-888,OVCAR3,55.0775
ZOLINZA,AZD1775,OVCAR3,94.8305
ZOLINZA,AZD1775,OVCAR3,95.114
ZOLINZA,AZD1775,OVCAR3,94.1735
ZOLINZA,AZD1775,OVCAR3,95.135
ZOLINZA,BEZ-235,OVCAR3,87.79
ZOLINZA,BEZ-235,OVCAR3,79.9585
ZOLINZA,BEZ-235,OVCAR3,86.65
ZOLINZA,BEZ-235,OVCAR3,86.978
ZOLINZA,BORTEZOMIB,OVCAR3,82.416
ZOLINZA,BORTEZOMIB,OVCAR3,87.9235
ZOLINZA,BORTEZOMIB,OVCAR3,80.776
ZOLINZA,BORTEZOMIB,OVCAR3,74.7195
ZOLINZA,DASATINIB,OVCAR3,60.3405
ZOLINZA,DASATINIB,OVCAR3,60.5775
ZOLINZA,DASATINIB,OVCAR3,59.089
ZOLINZA,DASATINIB,OVCAR3,59.767
ZOLINZA,DINACICLIB,OVCAR3,72.384
ZOLINZA,DINACICLIB,OVCAR3,71.5035
ZOLINZA,DINACICLIB,OVCAR3,69.154
ZOLINZA,DINACICLIB,OVCAR3,66.8605
ZOLINZA,ERLOTINIB,OVCAR3,75.4265
ZOLINZA,ERLOTINIB,OVCAR3,73.7435
ZOLINZA,ERLOTINIB,OVCAR3,75.343
ZOLINZA,ERLOTINIB,OVCAR3,77.143
ZOLINZA,GELDANAMYCIN,OVCAR3,72.6225
ZOLINZA,GELDANAMYCIN,OVCAR3,65.3135
ZOLINZA,GELDANAMYCIN,OVCAR3,73.268
ZOLINZA,GELDANAMYCIN,OVCAR3,72.262
ZOLINZA,GEMCITABINE,OVCAR3,72.6705
ZOLINZA,GEMCITABINE,OVCAR3,69.931
ZOLINZA,GEMCITABINE,OVCAR3,71.354
ZOLINZA,GEMCITABINE,OVCAR3,60.251
ZOLINZA,LAPATINIB,OVCAR3,60.8385
ZOLINZA,LAPATINIB,OVCAR3,61.665
ZOLINZA,LAPATINIB,OVCAR3,64.398
ZOLINZA,LAPATINIB,OVCAR3,64.7425
ZOLINZA,MK-2206,OVCAR3,76.332
ZOLINZA,MK-2206,OVCAR3,80.18
ZOLINZA,MK-2206,OVCAR3,77.6755
ZOLINZA,MK-2206,OVCAR3,78.393
ZOLINZA,MK-4827,OVCAR3,42.1285
ZOLINZA,MK-4827,OVCAR3,44.983
ZOLINZA,MK-4827,OVCAR3,45.192
ZOLINZA,MK-4827,OVCAR3,46.566
ZOLINZA,MK-5108,OVCAR3,58.4885
ZOLINZA,MK-5108,OVCAR3,60.79
ZOLINZA,MK-5108,OVCAR3,65.3385
ZOLINZA,MK-5108,OVCAR3,58.422
ZOLINZA,MK-8669,OVCAR3,62.31
ZOLINZA,MK-8669,OVCAR3,64.869
ZOLINZA,MK-8669,OVCAR3,60.86
ZOLINZA,MK-8669,OVCAR3,64.1845
ZOLINZA,MK-8776,OVCAR3,65.1915
ZOLINZA,MK-8776,OVCAR3,67.238
ZOLINZA,MK-8776,OVCAR3,76.2715
ZOLINZA,MK-8776,OVCAR3,66.701
ZOLINZA,OXALIPLATIN,OVCAR3,57.929
ZOLINZA,OXALIPLATIN,OVCAR3,55.159
ZOLINZA,OXALIPLATIN,OVCAR3,58.266
ZOLINZA,OXALIPLATIN,OVCAR3,57.4895
ZOLINZA,PD325901,OVCAR3,59.357
ZOLINZA,PD325901,OVCAR3,57.794
ZOLINZA,PD325901,OVCAR3,60.762
ZOLINZA,PD325901,OVCAR3,62.0585
ZOLINZA,SN-38,OVCAR3,54.591
ZOLINZA,SN-38,OVCAR3,49.1015
ZOLINZA,SN-38,OVCAR3,43.0095
ZOLINZA,SN-38,OVCAR3,51.7405
ZOLINZA,SORAFENIB,OVCAR3,81.5945
ZOLINZA,SORAFENIB,OVCAR3,81.653
ZOLINZA,SORAFENIB,OVCAR3,83.8195
ZOLINZA,SORAFENIB,OVCAR3,83.542
ZOLINZA,SUNITINIB,OVCAR3,54.1495
ZOLINZA,SUNITINIB,OVCAR3,56.062
ZOLINZA,SUNITINIB,OVCAR3,59.2495
ZOLINZA,SUNITINIB,OVCAR3,54.6945
ZOLINZA,TEMOZOLOMIDE,OVCAR3,46.9585
ZOLINZA,TEMOZOLOMIDE,OVCAR3,53.9935
ZOLINZA,TEMOZOLOMIDE,OVCAR3,53.382
ZOLINZA,TEMOZOLOMIDE,OVCAR3,53.844
ZOLINZA,TOPOTECAN,OVCAR3,86.449
ZOLINZA,TOPOTECAN,OVCAR3,88.337
ZOLINZA,TOPOTECAN,OVCAR3,88.2645
ZOLINZA,TOPOTECAN,OVCAR3,85.19
5-FU,ABT-888,PA1,48.715
5-FU,ABT-888,PA1,53.754
5-FU,ABT-888,PA1,58.478
5-FU,ABT-888,PA1,64.7015
5-FU,AZD1775,PA1,87.418
5-FU,AZD1775,PA1,84.202
5-FU,AZD1775,PA1,83.8165
5-FU,AZD1775,PA1,88.6485
5-FU,BEZ-235,PA1,75.9755
5-FU,BEZ-235,PA1,79.351
5-FU,BEZ-235,PA1,73.5005
5-FU,BEZ-235,PA1,81.541
5-FU,BORTEZOMIB,PA1,61.1015
5-FU,BORTEZOMIB,PA1,68.516
5-FU,BORTEZOMIB,PA1,73.3305
5-FU,BORTEZOMIB,PA1,67.2475
5-FU,DASATINIB,PA1,80.571
5-FU,DASATINIB,PA1,83.7955
5-FU,DASATINIB,PA1,80.02
5-FU,DASATINIB,PA1,84.489
5-FU,DINACICLIB,PA1,87.25
5-FU,DINACICLIB,PA1,83.3285
5-FU,DINACICLIB,PA1,85.7655
5-FU,DINACICLIB,PA1,88.47
5-FU,ERLOTINIB,PA1,79.7885
5-FU,ERLOTINIB,PA1,82.662
5-FU,ERLOTINIB,PA1,82.4125
5-FU,ERLOTINIB,PA1,86.1015
5-FU,GELDANAMYCIN,PA1,62.8665
5-FU,GELDANAMYCIN,PA1,62.015
5-FU,GELDANAMYCIN,PA1,61.6555
5-FU,GELDANAMYCIN,PA1,56.471
5-FU,L778123,PA1,77.4375
5-FU,L778123,PA1,73.4675
5-FU,L778123,PA1,80.4505
5-FU,L778123,PA1,78.961
5-FU,LAPATINIB,PA1,72.1675
5-FU,LAPATINIB,PA1,70.936
5-FU,LAPATINIB,PA1,75.2155
5-FU,LAPATINIB,PA1,68.2835
5-FU,MK-2206,PA1,66.326
5-FU,MK-2206,PA1,66.9245
5-FU,MK-2206,PA1,73.0865
5-FU,MK-2206,PA1,76.38
5-FU,MK-4827,PA1,78.13
5-FU,MK-4827,PA1,81.0915
5-FU,MK-4827,PA1,77.2885
5-FU,MK-4827,PA1,79.233
5-FU,MK-5108,PA1,81.6075
5-FU,MK-5108,PA1,84.658
5-FU,MK-5108,PA1,83.7315
5-FU,MK-5108,PA1,88.1155
5-FU,MK-8669,PA1,66.5085
5-FU,MK-8669,PA1,68.2945
5-FU,MK-8669,PA1,75.0215
5-FU,MK-8669,PA1,68.498
5-FU,MK-8776,PA1,59.8335
5-FU,MK-8776,PA1,60.963
5-FU,MK-8776,PA1,62.679
5-FU,MK-8776,PA1,61.098
5-FU,PD325901,PA1,50.716
5-FU,PD325901,PA1,56.853
5-FU,PD325901,PA1,64.6565
5-FU,PD325901,PA1,58.6815
5-FU,SORAFENIB,PA1,81.6725
5-FU,SORAFENIB,PA1,86.9135
5-FU,SORAFENIB,PA1,85.0205
5-FU,SORAFENIB,PA1,80.3465
5-FU,SUNITINIB,PA1,92.9895
5-FU,SUNITINIB,PA1,91.8655
5-FU,SUNITINIB,PA1,94.3715
5-FU,SUNITINIB,PA1,93.7495
5-FU,TEMOZOLOMIDE,PA1,51.6005
5-FU,TEMOZOLOMIDE,PA1,53.558
5-FU,TEMOZOLOMIDE,PA1,61.4595
5-FU,TEMOZOLOMIDE,PA1,59.1445
5-FU,ZOLINZA,PA1,83.809
5-FU,ZOLINZA,PA1,79.889
5-FU,ZOLINZA,PA1,85.0075
5-FU,ZOLINZA,PA1,87.5705
ABT-888,BEZ-235,PA1,59.5155
ABT-888,BEZ-235,PA1,52.237
ABT-888,BEZ-235,PA1,60.387
ABT-888,BEZ-235,PA1,60.528
ABT-888,DINACICLIB,PA1,62.5575
ABT-888,DINACICLIB,PA1,65.3005
ABT-888,DINACICLIB,PA1,69.0895
ABT-888,DINACICLIB,PA1,72.6765
ABT-888,GELDANAMYCIN,PA1,13.314
ABT-888,GELDANAMYCIN,PA1,21.0045
ABT-888,GELDANAMYCIN,PA1,25.7125
ABT-888,GELDANAMYCIN,PA1,33.3575
ABT-888,MK-8669,PA1,10.6945
ABT-888,MK-8669,PA1,11.032
ABT-888,MK-8669,PA1,7.638
ABT-888,MK-8669,PA1,14.1655
ABT-888,MK-8776,PA1,34.285
ABT-888,MK-8776,PA1,26.1955
ABT-888,MK-8776,PA1,26.579
ABT-888,MK-8776,PA1,29.2985
ABT-888,OXALIPLATIN,PA1,44.0595
ABT-888,OXALIPLATIN,PA1,47.6665
ABT-888,OXALIPLATIN,PA1,45.505
ABT-888,OXALIPLATIN,PA1,52.602
ABT-888,SN-38,PA1,75.486
ABT-888,SN-38,PA1,73.66
ABT-888,SN-38,PA1,75.776
ABT-888,SN-38,PA1,76.9385
ABT-888,SORAFENIB,PA1,69.407
ABT-888,SORAFENIB,PA1,65.133
ABT-888,SORAFENIB,PA1,64.77
ABT-888,SORAFENIB,PA1,91.151
ABT-888,TOPOTECAN,PA1,69.0985
ABT-888,TOPOTECAN,PA1,86.2205
ABT-888,TOPOTECAN,PA1,71.165
ABT-888,TOPOTECAN,PA1,70.8635
AZD1775,ABT-888,PA1,34.573
AZD1775,ABT-888,PA1,38.4415
AZD1775,ABT-888,PA1,32.719
AZD1775,ABT-888,PA1,24.4265
AZD1775,BEZ-235,PA1,77.183
AZD1775,BEZ-235,PA1,77.982
AZD1775,BEZ-235,PA1,76.3865
AZD1775,BEZ-235,PA1,73.94
AZD1775,BORTEZOMIB,PA1,71.966
AZD1775,BORTEZOMIB,PA1,59.756
AZD1775,BORTEZOMIB,PA1,58.5745
AZD1775,BORTEZOMIB,PA1,69.213
AZD1775,DASATINIB,PA1,78.4255
AZD1775,DASATINIB,PA1,79.567
AZD1775,DASATINIB,PA1,76.932
AZD1775,DASATINIB,PA1,78.201
AZD1775,DINACICLIB,PA1,75.819
AZD1775,DINACICLIB,PA1,77.408
AZD1775,DINACICLIB,PA1,75.0195
AZD1775,DINACICLIB,PA1,68.7235
AZD1775,ERLOTINIB,PA1,60.4755
AZD1775,ERLOTINIB,PA1,59.433
AZD1775,ERLOTINIB,PA1,60.501
AZD1775,ERLOTINIB,PA1,66.915
AZD1775,GELDANAMYCIN,PA1,37.6095
AZD1775,GELDANAMYCIN,PA1,33.452
AZD1775,GELDANAMYCIN,PA1,55.52
AZD1775,GELDANAMYCIN,PA1,56.601
AZD1775,LAPATINIB,PA1,50.762
AZD1775,LAPATINIB,PA1,46.966
AZD1775,LAPATINIB,PA1,53.722
AZD1775,LAPATINIB,PA1,57.139
AZD1775,MK-2206,PA1,44.6595
AZD1775,MK-2206,PA1,43.1285
AZD1775,MK-2206,PA1,46.4055
AZD1775,MK-2206,PA1,36.343
AZD1775,MK-4827,PA1,84.4045
AZD1775,MK-4827,PA1,87.4545
AZD1775,MK-4827,PA1,80.958
AZD1775,MK-4827,PA1,98.126
AZD1775,MK-5108,PA1,79.678
AZD1775,MK-5108,PA1,72.8555
AZD1775,MK-5108,PA1,87.979
AZD1775,MK-5108,PA1,75.152
AZD1775,MK-8669,PA1,50.923
AZD1775,MK-8669,PA1,47.438
AZD1775,MK-8669,PA1,58.2625
AZD1775,MK-8669,PA1,47.8225
AZD1775,MK-8776,PA1,93.2135
AZD1775,MK-8776,PA1,89.479
AZD1775,MK-8776,PA1,88.9725
AZD1775,MK-8776,PA1,84.434
AZD1775,OXALIPLATIN,PA1,78.9215
AZD1775,OXALIPLATIN,PA1,76.8775
AZD1775,OXALIPLATIN,PA1,79.9115
AZD1775,OXALIPLATIN,PA1,73.7935
AZD1775,PD325901,PA1,41.314
AZD1775,PD325901,PA1,42.314
AZD1775,PD325901,PA1,43.858
AZD1775,PD325901,PA1,44.1035
AZD1775,SN-38,PA1,82.5775
AZD1775,SN-38,PA1,85.6685
AZD1775,SN-38,PA1,87.198
AZD1775,SN-38,PA1,82.013
AZD1775,SORAFENIB,PA1,66.9315
AZD1775,SORAFENIB,PA1,75.122
AZD1775,SORAFENIB,PA1,64.1155
AZD1775,SORAFENIB,PA1,86.1965
AZD1775,TOPOTECAN,PA1,90.6565
AZD1775,TOPOTECAN,PA1,92.1265
AZD1775,TOPOTECAN,PA1,89.9655
AZD1775,TOPOTECAN,PA1,76.7955
BEZ-235,DINACICLIB,PA1,76.7205
BEZ-235,DINACICLIB,PA1,87.7335
BEZ-235,DINACICLIB,PA1,83.547
BEZ-235,DINACICLIB,PA1,84.73
BEZ-235,MK-8776,PA1,63.276
BEZ-235,MK-8776,PA1,62.6555
BEZ-235,MK-8776,PA1,66.9455
BEZ-235,MK-8776,PA1,75.103
BEZ-235,OXALIPLATIN,PA1,77.7875
BEZ-235,OXALIPLATIN,PA1,77.705
BEZ-235,OXALIPLATIN,PA1,76.1455
BEZ-235,OXALIPLATIN,PA1,73.3855
BEZ-235,SN-38,PA1,75.4005
BEZ-235,SN-38,PA1,74.1905
BEZ-235,SN-38,PA1,78.749
BEZ-235,SN-38,PA1,80.92
BEZ-235,SORAFENIB,PA1,66.4185
BEZ-235,SORAFENIB,PA1,73.8975
BEZ-235,SORAFENIB,PA1,69.111
BEZ-235,SORAFENIB,PA1,68.235
BORTEZOMIB,ABT-888,PA1,34.5965
BORTEZOMIB,ABT-888,PA1,44.0775
BORTEZOMIB,ABT-888,PA1,36.2115
BORTEZOMIB,ABT-888,PA1,52.0235
BORTEZOMIB,BEZ-235,PA1,67.914
BORTEZOMIB,BEZ-235,PA1,78.499
BORTEZOMIB,BEZ-235,PA1,78.414
BORTEZOMIB,BEZ-235,PA1,74.5885
BORTEZOMIB,DASATINIB,PA1,81.919
BORTEZOMIB,DASATINIB,PA1,80.1095
BORTEZOMIB,DASATINIB,PA1,82.003
BORTEZOMIB,DASATINIB,PA1,76.5755
BORTEZOMIB,DINACICLIB,PA1,79.1235
BORTEZOMIB,DINACICLIB,PA1,83.604
BORTEZOMIB,DINACICLIB,PA1,91.8725
BORTEZOMIB,DINACICLIB,PA1,66.3895
BORTEZOMIB,GELDANAMYCIN,PA1,40.891
BORTEZOMIB,GELDANAMYCIN,PA1,53.661
BORTEZOMIB,GELDANAMYCIN,PA1,56.85
BORTEZOMIB,GELDANAMYCIN,PA1,58.463
BORTEZOMIB,MK-8669,PA1,40.712
BORTEZOMIB,MK-8669,PA1,43.355
BORTEZOMIB,MK-8669,PA1,36.3665
BORTEZOMIB,MK-8669,PA1,41.4215
BORTEZOMIB,MK-8776,PA1,45.957
BORTEZOMIB,MK-8776,PA1,57.793
BORTEZOMIB,MK-8776,PA1,49.8105
BORTEZOMIB,MK-8776,PA1,54.962
BORTEZOMIB,OXALIPLATIN,PA1,79.728
BORTEZOMIB,OXALIPLATIN,PA1,78.295
BORTEZOMIB,OXALIPLATIN,PA1,76.0895
BORTEZOMIB,OXALIPLATIN,PA1,79.774
BORTEZOMIB,SN-38,PA1,92.189
BORTEZOMIB,SN-38,PA1,71.3215
BORTEZOMIB,SN-38,PA1,80.2425
BORTEZOMIB,SN-38,PA1,69.75
BORTEZOMIB,SORAFENIB,PA1,77.2565
BORTEZOMIB,SORAFENIB,PA1,77.0725
BORTEZOMIB,SORAFENIB,PA1,89.899
BORTEZOMIB,SORAFENIB,PA1,78.3295
BORTEZOMIB,TOPOTECAN,PA1,82.629
