drug_row,drug_col,cell_line_name,synergy_loewe
DASATINIB,SN-38,MSTO,22.8739553
DASATINIB,SN-38,MSTO,19.3006428
DASATINIB,SN-38,MSTO,17.6192678
DASATINIB,SORAFENIB,MSTO,6.705335332
DASATINIB,SORAFENIB,MSTO,6.753522832
DASATINIB,SORAFENIB,MSTO,6.380647832
DASATINIB,SORAFENIB,MSTO,6.563085332
DASATINIB,TOPOTECAN,MSTO,12.54324498
DASATINIB,TOPOTECAN,MSTO,7.306307476
DASATINIB,TOPOTECAN,MSTO,12.88474498
DASATINIB,TOPOTECAN,MSTO,10.80868248
DEXAMETHASONE,ABT-888,MSTO,-3.266867963
DEXAMETHASONE,ABT-888,MSTO,-8.453930463
DEXAMETHASONE,ABT-888,MSTO,-17.59455546
DEXAMETHASONE,ABT-888,MSTO,-11.57136796
DEXAMETHASONE,AZD1775,MSTO,-0.323057051
DEXAMETHASONE,AZD1775,MSTO,-4.169182051
DEXAMETHASONE,AZD1775,MSTO,-8.967057051
DEXAMETHASONE,AZD1775,MSTO,-4.489744551
DEXAMETHASONE,BEZ-235,MSTO,3.201583354
DEXAMETHASONE,BEZ-235,MSTO,-4.360604146
DEXAMETHASONE,BEZ-235,MSTO,-5.164229146
DEXAMETHASONE,BEZ-235,MSTO,-2.230791646
DEXAMETHASONE,BORTEZOMIB,MSTO,-1.477273639
DEXAMETHASONE,BORTEZOMIB,MSTO,-6.498586139
DEXAMETHASONE,BORTEZOMIB,MSTO,-4.238898639
DEXAMETHASONE,BORTEZOMIB,MSTO,-4.456961139
DEXAMETHASONE,DASATINIB,MSTO,7.562892626
DEXAMETHASONE,DASATINIB,MSTO,12.91789263
DEXAMETHASONE,DASATINIB,MSTO,10.68576763
DEXAMETHASONE,DASATINIB,MSTO,8.054830126
DEXAMETHASONE,DINACICLIB,MSTO,-4.277127183
DEXAMETHASONE,DINACICLIB,MSTO,-14.80068968
DEXAMETHASONE,DINACICLIB,MSTO,-14.37675218
DEXAMETHASONE,DINACICLIB,MSTO,-11.74950218
DEXAMETHASONE,ERLOTINIB,MSTO,-15.12978843
DEXAMETHASONE,ERLOTINIB,MSTO,-9.636600929
DEXAMETHASONE,ERLOTINIB,MSTO,-12.61716343
DEXAMETHASONE,ERLOTINIB,MSTO,-20.63291343
DEXAMETHASONE,GELDANAMYCIN,MSTO,-2.799115665
DEXAMETHASONE,GELDANAMYCIN,MSTO,-11.50492817
DEXAMETHASONE,GELDANAMYCIN,MSTO,-9.312115665
DEXAMETHASONE,GELDANAMYCIN,MSTO,-10.14086567
DEXAMETHASONE,L778123,MSTO,-2.614737785
DEXAMETHASONE,L778123,MSTO,-6.565737785
DEXAMETHASONE,L778123,MSTO,-6.095737785
DEXAMETHASONE,L778123,MSTO,-1.364987785
DEXAMETHASONE,LAPATINIB,MSTO,-9.366432957
DEXAMETHASONE,LAPATINIB,MSTO,-11.45537046
DEXAMETHASONE,LAPATINIB,MSTO,-9.680807957
DEXAMETHASONE,LAPATINIB,MSTO,-8.281589207
DEXAMETHASONE,MK-2206,MSTO,-4.781778146
DEXAMETHASONE,MK-2206,MSTO,-4.846278146
DEXAMETHASONE,MK-2206,MSTO,-14.00134065
DEXAMETHASONE,MK-2206,MSTO,-10.71821565
DEXAMETHASONE,MK-4827,MSTO,-7.321477425
DEXAMETHASONE,MK-4827,MSTO,-15.73997743
DEXAMETHASONE,MK-4827,MSTO,-17.02822743
DEXAMETHASONE,MK-4827,MSTO,-11.79878993
DEXAMETHASONE,MK-5108,MSTO,-4.762236865
DEXAMETHASONE,MK-5108,MSTO,-3.998174365
DEXAMETHASONE,MK-5108,MSTO,-4.718111865
DEXAMETHASONE,MK-5108,MSTO,1.963700635
DEXAMETHASONE,MK-8669,MSTO,0.135086295
DEXAMETHASONE,MK-8669,MSTO,-1.818976205
DEXAMETHASONE,MK-8669,MSTO,-2.680726205
DEXAMETHASONE,MK-8669,MSTO,-3.162663705
DEXAMETHASONE,MK-8776,MSTO,-8.815702372
DEXAMETHASONE,MK-8776,MSTO,-10.55807737
DEXAMETHASONE,MK-8776,MSTO,-8.977202372
DEXAMETHASONE,MK-8776,MSTO,-1.709702372
DEXAMETHASONE,PD325901,MSTO,18.84395241
DEXAMETHASONE,PD325901,MSTO,8.261702409
DEXAMETHASONE,PD325901,MSTO,7.629702409
DEXAMETHASONE,PD325901,MSTO,11.06038991
DEXAMETHASONE,SORAFENIB,MSTO,4.008566411
DEXAMETHASONE,SORAFENIB,MSTO,0.749941411
DEXAMETHASONE,SORAFENIB,MSTO,-1.806621089
DEXAMETHASONE,SORAFENIB,MSTO,3.538441411
DEXAMETHASONE,SUNITINIB,MSTO,1.157234523
DEXAMETHASONE,SUNITINIB,MSTO,4.286922023
DEXAMETHASONE,SUNITINIB,MSTO,2.397859523
DEXAMETHASONE,SUNITINIB,MSTO,2.426859523
DEXAMETHASONE,TEMOZOLOMIDE,MSTO,-2.521988204
DEXAMETHASONE,TEMOZOLOMIDE,MSTO,-8.940238204
DEXAMETHASONE,TEMOZOLOMIDE,MSTO,-11.8353007
DEXAMETHASONE,TEMOZOLOMIDE,MSTO,-15.2512382
DEXAMETHASONE,ZOLINZA,MSTO,-31.65058901
DEXAMETHASONE,ZOLINZA,MSTO,-25.79996401
DEXAMETHASONE,ZOLINZA,MSTO,-29.94733901
DEXAMETHASONE,ZOLINZA,MSTO,-25.23740151
DINACICLIB,MK-8776,MSTO,-21.06615754
DINACICLIB,MK-8776,MSTO,-23.63434504
DINACICLIB,MK-8776,MSTO,-27.92884504
DINACICLIB,MK-8776,MSTO,-21.93259504
DOXORUBICIN,AZD1775,MSTO,7.309910907
DOXORUBICIN,AZD1775,MSTO,9.560410907
DOXORUBICIN,AZD1775,MSTO,7.637098407
DOXORUBICIN,AZD1775,MSTO,5.446660907
DOXORUBICIN,DASATINIB,MSTO,10.44203212
DOXORUBICIN,DASATINIB,MSTO,8.901532119
DOXORUBICIN,DASATINIB,MSTO,9.448594619
DOXORUBICIN,DASATINIB,MSTO,8.648407119
DOXORUBICIN,DINACICLIB,MSTO,4.723504737
DOXORUBICIN,DINACICLIB,MSTO,6.656129737
DOXORUBICIN,DINACICLIB,MSTO,2.155442237
DOXORUBICIN,DINACICLIB,MSTO,4.816067237
DOXORUBICIN,ERLOTINIB,MSTO,10.01291393
DOXORUBICIN,ERLOTINIB,MSTO,14.58928893
DOXORUBICIN,ERLOTINIB,MSTO,8.014601428
DOXORUBICIN,ERLOTINIB,MSTO,7.790101428
DOXORUBICIN,LAPATINIB,MSTO,-3.387997272
DOXORUBICIN,LAPATINIB,MSTO,-6.320997272
DOXORUBICIN,LAPATINIB,MSTO,-4.883997272
DOXORUBICIN,LAPATINIB,MSTO,-11.41255977
DOXORUBICIN,MK-2206,MSTO,9.54681474
DOXORUBICIN,MK-2206,MSTO,13.69862724
DOXORUBICIN,MK-2206,MSTO,14.32518974
DOXORUBICIN,MK-2206,MSTO,6.65156474
DOXORUBICIN,MK-4827,MSTO,-0.442060544
DOXORUBICIN,MK-4827,MSTO,2.765126956
DOXORUBICIN,MK-4827,MSTO,5.451376956
DOXORUBICIN,MK-4827,MSTO,0.726939456
DOXORUBICIN,MK-5108,MSTO,-7.374198725
DOXORUBICIN,MK-5108,MSTO,-6.397698725
DOXORUBICIN,MK-5108,MSTO,-13.21201123
DOXORUBICIN,MK-5108,MSTO,-9.106511225
DOXORUBICIN,MK-8669,MSTO,9.377746196
DOXORUBICIN,MK-8669,MSTO,10.4148712
DOXORUBICIN,MK-8669,MSTO,11.7291212
DOXORUBICIN,MK-8669,MSTO,6.138308696
DOXORUBICIN,MK-8776,MSTO,2.58744981
DOXORUBICIN,MK-8776,MSTO,-0.45442519
DOXORUBICIN,MK-8776,MSTO,2.28863731
DOXORUBICIN,MK-8776,MSTO,-1.79280019
DOXORUBICIN,SORAFENIB,MSTO,5.81910119
DOXORUBICIN,SORAFENIB,MSTO,5.63441369
DOXORUBICIN,SORAFENIB,MSTO,5.01985119
DOXORUBICIN,SORAFENIB,MSTO,5.03266369
DOXORUBICIN,SUNITINIB,MSTO,-3.696589791
DOXORUBICIN,SUNITINIB,MSTO,-8.011589791
DOXORUBICIN,SUNITINIB,MSTO,-5.998027291
DOXORUBICIN,SUNITINIB,MSTO,-7.801527291
DOXORUBICIN,TEMOZOLOMIDE,MSTO,2.63532478
DOXORUBICIN,TEMOZOLOMIDE,MSTO,1.64069978
DOXORUBICIN,TEMOZOLOMIDE,MSTO,0.54782478
DOXORUBICIN,TEMOZOLOMIDE,MSTO,-0.61780022
DOXORUBICIN,ZOLINZA,MSTO,7.687692525
DOXORUBICIN,ZOLINZA,MSTO,11.13938003
DOXORUBICIN,ZOLINZA,MSTO,6.413255025
DOXORUBICIN,ZOLINZA,MSTO,2.778317525
ERLOTINIB,ABT-888,MSTO,18.40962682
ERLOTINIB,ABT-888,MSTO,10.95700182
ERLOTINIB,ABT-888,MSTO,9.368939319
ERLOTINIB,ABT-888,MSTO,-0.386685681
ERLOTINIB,BEZ-235,MSTO,25.4254352
ERLOTINIB,BEZ-235,MSTO,21.0970602
ERLOTINIB,BEZ-235,MSTO,11.5648102
ERLOTINIB,BEZ-235,MSTO,20.9114352
ERLOTINIB,BORTEZOMIB,MSTO,11.26279242
ERLOTINIB,BORTEZOMIB,MSTO,18.20916742
ERLOTINIB,BORTEZOMIB,MSTO,12.74441742
ERLOTINIB,BORTEZOMIB,MSTO,22.22991742
ERLOTINIB,DASATINIB,MSTO,-10.9584272
ERLOTINIB,DASATINIB,MSTO,-10.5565522
ERLOTINIB,DASATINIB,MSTO,-11.8578647
ERLOTINIB,DASATINIB,MSTO,-5.504677204
ERLOTINIB,DINACICLIB,MSTO,13.64157706
ERLOTINIB,DINACICLIB,MSTO,5.950577059
ERLOTINIB,DINACICLIB,MSTO,4.157202059
ERLOTINIB,DINACICLIB,MSTO,5.344077059
ERLOTINIB,GELDANAMYCIN,MSTO,18.66443882
ERLOTINIB,GELDANAMYCIN,MSTO,13.02106382
ERLOTINIB,GELDANAMYCIN,MSTO,5.592376321
ERLOTINIB,GELDANAMYCIN,MSTO,9.334751321
ERLOTINIB,MK-8669,MSTO,-9.582745509
ERLOTINIB,MK-8669,MSTO,-8.173745509
ERLOTINIB,MK-8669,MSTO,-10.24205801
ERLOTINIB,MK-8669,MSTO,-24.44524551
ERLOTINIB,MK-8776,MSTO,10.51357627
ERLOTINIB,MK-8776,MSTO,13.08345127
ERLOTINIB,MK-8776,MSTO,6.850576274
ERLOTINIB,MK-8776,MSTO,-1.880126695
ERLOTINIB,OXALIPLATIN,MSTO,20.94286836
ERLOTINIB,OXALIPLATIN,MSTO,14.16993086
ERLOTINIB,OXALIPLATIN,MSTO,14.14030586
ERLOTINIB,OXALIPLATIN,MSTO,9.826743359
ERLOTINIB,PD325901,MSTO,-3.589519848
ERLOTINIB,PD325901,MSTO,18.10560515
ERLOTINIB,PD325901,MSTO,7.105167652
ERLOTINIB,PD325901,MSTO,12.82173015
ERLOTINIB,SN-38,MSTO,24.73928876
ERLOTINIB,SN-38,MSTO,13.24666376
ERLOTINIB,SN-38,MSTO,17.61272626
ERLOTINIB,SN-38,MSTO,18.18547626
ERLOTINIB,SORAFENIB,MSTO,8.197148707
ERLOTINIB,SORAFENIB,MSTO,8.184273707
ERLOTINIB,SORAFENIB,MSTO,8.005836207
ERLOTINIB,SORAFENIB,MSTO,8.042148707
ERLOTINIB,TOPOTECAN,MSTO,13.01824965
ERLOTINIB,TOPOTECAN,MSTO,13.62949965
ERLOTINIB,TOPOTECAN,MSTO,10.99037465
ERLOTINIB,TOPOTECAN,MSTO,9.362687149
ETOPOSIDE,ABT-888,MSTO,-15.93435507
ETOPOSIDE,ABT-888,MSTO,-14.95116757
ETOPOSIDE,ABT-888,MSTO,-17.02829257
ETOPOSIDE,ABT-888,MSTO,-21.90060507
ETOPOSIDE,AZD1775,MSTO,0.423040381
ETOPOSIDE,AZD1775,MSTO,-1.970209619
ETOPOSIDE,AZD1775,MSTO,8.675352881
ETOPOSIDE,AZD1775,MSTO,15.39379038
ETOPOSIDE,BEZ-235,MSTO,5.554483914
ETOPOSIDE,BEZ-235,MSTO,4.064171414
ETOPOSIDE,BEZ-235,MSTO,6.312671414
ETOPOSIDE,BEZ-235,MSTO,7.074858914
ETOPOSIDE,BORTEZOMIB,MSTO,3.405047688
ETOPOSIDE,BORTEZOMIB,MSTO,8.146422688
ETOPOSIDE,BORTEZOMIB,MSTO,10.25411019
ETOPOSIDE,BORTEZOMIB,MSTO,1.937985188
ETOPOSIDE,DASATINIB,MSTO,8.866691509
ETOPOSIDE,DASATINIB,MSTO,19.22344151
ETOPOSIDE,DASATINIB,MSTO,18.21406651
ETOPOSIDE,DASATINIB,MSTO,19.35737901
ETOPOSIDE,DINACICLIB,MSTO,13.50305225
ETOPOSIDE,DINACICLIB,MSTO,4.038364753
ETOPOSIDE,DINACICLIB,MSTO,10.59042725
ETOPOSIDE,DINACICLIB,MSTO,11.38098975
ETOPOSIDE,ERLOTINIB,MSTO,15.95921717
ETOPOSIDE,ERLOTINIB,MSTO,16.14721717
ETOPOSIDE,ERLOTINIB,MSTO,19.27465467
ETOPOSIDE,ERLOTINIB,MSTO,17.88352967
ETOPOSIDE,GELDANAMYCIN,MSTO,2.148047225
ETOPOSIDE,GELDANAMYCIN,MSTO,-3.215015275
ETOPOSIDE,GELDANAMYCIN,MSTO,-2.046765275
ETOPOSIDE,GELDANAMYCIN,MSTO,-1.127390275
ETOPOSIDE,LAPATINIB,MSTO,-6.314552312
ETOPOSIDE,LAPATINIB,MSTO,2.891072688
ETOPOSIDE,LAPATINIB,MSTO,-2.499239812
ETOPOSIDE,LAPATINIB,MSTO,0.226947688
ETOPOSIDE,MK-2206,MSTO,23.28392846
ETOPOSIDE,MK-2206,MSTO,18.69886596
ETOPOSIDE,MK-2206,MSTO,11.85942846
ETOPOSIDE,MK-2206,MSTO,22.10592846
ETOPOSIDE,MK-4827,MSTO,-2.637398711
ETOPOSIDE,MK-4827,MSTO,5.384601289
ETOPOSIDE,MK-4827,MSTO,12.54878879
ETOPOSIDE,MK-4827,MSTO,1.561538789
ETOPOSIDE,MK-5108,MSTO,10.24685596
ETOPOSIDE,MK-5108,MSTO,-2.405769036
ETOPOSIDE,MK-5108,MSTO,4.859855964
ETOPOSIDE,MK-5108,MSTO,8.688918464
ETOPOSIDE,MK-8669,MSTO,8.040874748
ETOPOSIDE,MK-8669,MSTO,13.27893725
ETOPOSIDE,MK-8669,MSTO,16.72887475
ETOPOSIDE,MK-8669,MSTO,16.27024975
ETOPOSIDE,MK-8776,MSTO,8.459504848
ETOPOSIDE,MK-8776,MSTO,1.089129848
ETOPOSIDE,MK-8776,MSTO,10.19756735
ETOPOSIDE,MK-8776,MSTO,1.120379848
ETOPOSIDE,PD325901,MSTO,-2.213119574
ETOPOSIDE,PD325901,MSTO,-3.658369574
ETOPOSIDE,PD325901,MSTO,-2.851994574
ETOPOSIDE,PD325901,MSTO,-4.097994574
ETOPOSIDE,SORAFENIB,MSTO,6.188360213
ETOPOSIDE,SORAFENIB,MSTO,6.259235213
ETOPOSIDE,SORAFENIB,MSTO,6.181860213
ETOPOSIDE,SORAFENIB,MSTO,6.478360213
ETOPOSIDE,SUNITINIB,MSTO,-5.852298696
ETOPOSIDE,SUNITINIB,MSTO,-4.158861196
ETOPOSIDE,SUNITINIB,MSTO,-2.925111196
ETOPOSIDE,SUNITINIB,MSTO,-4.687798696
ETOPOSIDE,TEMOZOLOMIDE,MSTO,-0.986620944
ETOPOSIDE,TEMOZOLOMIDE,MSTO,2.876441556
ETOPOSIDE,TEMOZOLOMIDE,MSTO,3.990754056
ETOPOSIDE,TEMOZOLOMIDE,MSTO,0.448941556
ETOPOSIDE,ZOLINZA,MSTO,15.99929186
ETOPOSIDE,ZOLINZA,MSTO,19.93622936
ETOPOSIDE,ZOLINZA,MSTO,14.90879186
ETOPOSIDE,ZOLINZA,MSTO,20.55054186
GELDANAMYCIN,BEZ-235,MSTO,1.086228601
GELDANAMYCIN,BEZ-235,MSTO,7.353228601
GELDANAMYCIN,BEZ-235,MSTO,2.545353601
GELDANAMYCIN,BEZ-235,MSTO,-0.227583899
GELDANAMYCIN,MK-8776,MSTO,-1.633082796
GELDANAMYCIN,MK-8776,MSTO,-11.2433328
GELDANAMYCIN,MK-8776,MSTO,-6.870645296
GELDANAMYCIN,MK-8776,MSTO,-7.974895296
GELDANAMYCIN,OXALIPLATIN,MSTO,8.28053599
GELDANAMYCIN,OXALIPLATIN,MSTO,1.95566099
GELDANAMYCIN,OXALIPLATIN,MSTO,4.55072349
GELDANAMYCIN,OXALIPLATIN,MSTO,11.50591099
GELDANAMYCIN,SN-38,MSTO,-3.678494358
GELDANAMYCIN,SN-38,MSTO,-3.409119358
GELDANAMYCIN,SN-38,MSTO,6.273943142
GELDANAMYCIN,SN-38,MSTO,3.596130642
GELDANAMYCIN,TOPOTECAN,MSTO,1.540033447
GELDANAMYCIN,TOPOTECAN,MSTO,-3.056029053
GELDANAMYCIN,TOPOTECAN,MSTO,2.643595947
GELDANAMYCIN,TOPOTECAN,MSTO,-1.171404053
GEMCITABINE,ABT-888,MSTO,-20.37564287
GEMCITABINE,ABT-888,MSTO,-15.25820537
GEMCITABINE,ABT-888,MSTO,-15.14933037
GEMCITABINE,ABT-888,MSTO,-15.49039287
GEMCITABINE,AZD1775,MSTO,6.243844686
GEMCITABINE,AZD1775,MSTO,6.031907186
GEMCITABINE,AZD1775,MSTO,5.475594686
GEMCITABINE,AZD1775,MSTO,6.447094686
GEMCITABINE,BEZ-235,MSTO,3.989994687
GEMCITABINE,BEZ-235,MSTO,2.597619687
GEMCITABINE,BEZ-235,MSTO,5.506057187
GEMCITABINE,BEZ-235,MSTO,4.983432187
GEMCITABINE,BORTEZOMIB,MSTO,0.562758584
GEMCITABINE,BORTEZOMIB,MSTO,-0.211366416
GEMCITABINE,BORTEZOMIB,MSTO,1.737446084
GEMCITABINE,BORTEZOMIB,MSTO,-1.187303916
GEMCITABINE,DASATINIB,MSTO,4.116567547
GEMCITABINE,DASATINIB,MSTO,2.218005047
GEMCITABINE,DASATINIB,MSTO,-0.279119953
GEMCITABINE,DASATINIB,MSTO,1.124317547
GEMCITABINE,DINACICLIB,MSTO,-3.333353484
GEMCITABINE,DINACICLIB,MSTO,-0.758915984
GEMCITABINE,DINACICLIB,MSTO,-1.757540984
GEMCITABINE,DINACICLIB,MSTO,-2.359478484
GEMCITABINE,ERLOTINIB,MSTO,-5.237083237
GEMCITABINE,ERLOTINIB,MSTO,4.059229263
GEMCITABINE,ERLOTINIB,MSTO,-2.714145737
GEMCITABINE,ERLOTINIB,MSTO,1.083354263
GEMCITABINE,GELDANAMYCIN,MSTO,-7.864777278
GEMCITABINE,GELDANAMYCIN,MSTO,-3.099714778
GEMCITABINE,GELDANAMYCIN,MSTO,-8.526089778
GEMCITABINE,GELDANAMYCIN,MSTO,-7.356808528
GEMCITABINE,LAPATINIB,MSTO,-24.64967604
GEMCITABINE,LAPATINIB,MSTO,-26.78667604
GEMCITABINE,LAPATINIB,MSTO,-17.87098854
GEMCITABINE,LAPATINIB,MSTO,-23.30336354
GEMCITABINE,MK-2206,MSTO,5.02736015
GEMCITABINE,MK-2206,MSTO,1.11779765
GEMCITABINE,MK-2206,MSTO,3.00179765
GEMCITABINE,MK-2206,MSTO,4.65461015
GEMCITABINE,MK-4827,MSTO,-6.365718646
GEMCITABINE,MK-4827,MSTO,-9.779718646
GEMCITABINE,MK-4827,MSTO,-7.544656146
GEMCITABINE,MK-4827,MSTO,-8.008656146
GEMCITABINE,MK-5108,MSTO,-5.636911195
GEMCITABINE,MK-5108,MSTO,-6.165286195
GEMCITABINE,MK-5108,MSTO,-0.498223695
GEMCITABINE,MK-5108,MSTO,-9.117098695
GEMCITABINE,MK-8669,MSTO,2.398804246
GEMCITABINE,MK-8669,MSTO,-2.324195754
GEMCITABINE,MK-8669,MSTO,4.309866746
GEMCITABINE,MK-8669,MSTO,-2.733695754
GEMCITABINE,MK-8776,MSTO,5.422630198
GEMCITABINE,MK-8776,MSTO,5.661692698
GEMCITABINE,MK-8776,MSTO,5.356067698
GEMCITABINE,MK-8776,MSTO,4.806630198
GEMCITABINE,PD325901,MSTO,-13.17650991
GEMCITABINE,PD325901,MSTO,-12.43282241
GEMCITABINE,PD325901,MSTO,-11.35569741
GEMCITABINE,PD325901,MSTO,-11.37100991
GEMCITABINE,SORAFENIB,MSTO,0.694497728
GEMCITABINE,SORAFENIB,MSTO,0.597497728
GEMCITABINE,SORAFENIB,MSTO,1.161997728
GEMCITABINE,SORAFENIB,MSTO,0.767185228
GEMCITABINE,SUNITINIB,MSTO,-9.739190853
GEMCITABINE,SUNITINIB,MSTO,-10.76856585
GEMCITABINE,SUNITINIB,MSTO,-8.160878353
GEMCITABINE,SUNITINIB,MSTO,-9.692128353
GEMCITABINE,TEMOZOLOMIDE,MSTO,-0.017764925
GEMCITABINE,TEMOZOLOMIDE,MSTO,-7.382827425
GEMCITABINE,TEMOZOLOMIDE,MSTO,1.759110075
GEMCITABINE,TEMOZOLOMIDE,MSTO,-4.888014925
L778123,AZD1775,MSTO,7.742290651
L778123,AZD1775,MSTO,2.889540651
L778123,AZD1775,MSTO,4.983790651
L778123,AZD1775,MSTO,4.768728151
L778123,BEZ-235,MSTO,11.35290764
L778123,BEZ-235,MSTO,8.081345143
L778123,BEZ-235,MSTO,12.31803264
L778123,BEZ-235,MSTO,14.52153264
L778123,BORTEZOMIB,MSTO,2.441957919
L778123,BORTEZOMIB,MSTO,3.158332919
L778123,BORTEZOMIB,MSTO,2.541395419
L778123,BORTEZOMIB,MSTO,3.530770419
L778123,DASATINIB,MSTO,27.63431429
L778123,DASATINIB,MSTO,27.20937679
L778123,DASATINIB,MSTO,25.24218929
L778123,DASATINIB,MSTO,27.45325179
L778123,ERLOTINIB,MSTO,16.5365243
L778123,ERLOTINIB,MSTO,16.0673993
L778123,ERLOTINIB,MSTO,14.3465243
L778123,ERLOTINIB,MSTO,18.5846493
L778123,ETOPOSIDE,MSTO,0.352825738
L778123,ETOPOSIDE,MSTO,-2.795611762
L778123,ETOPOSIDE,MSTO,-3.041111762
L778123,ETOPOSIDE,MSTO,-3.173549262
L778123,GELDANAMYCIN,MSTO,7.868131984
L778123,GELDANAMYCIN,MSTO,5.236256984
L778123,GELDANAMYCIN,MSTO,5.781194484
L778123,GELDANAMYCIN,MSTO,7.859944484
L778123,GEMCITABINE,MSTO,-2.82382433
L778123,GEMCITABINE,MSTO,-2.46188683
L778123,GEMCITABINE,MSTO,-2.94113683
L778123,GEMCITABINE,MSTO,-2.29526183
L778123,LAPATINIB,MSTO,-0.611350945
L778123,LAPATINIB,MSTO,-0.402413445
L778123,LAPATINIB,MSTO,2.578836555
L778123,LAPATINIB,MSTO,-1.817225945
L778123,MK-2206,MSTO,14.45326611
L778123,MK-2206,MSTO,14.40632861
L778123,MK-2206,MSTO,15.62332861
L778123,MK-2206,MSTO,13.33801611
L778123,MK-4827,MSTO,0.796612907
L778123,MK-4827,MSTO,-0.888199593
L778123,MK-4827,MSTO,-6.600512093
L778123,MK-4827,MSTO,2.024550407
L778123,MK-5108,MSTO,9.351554306
L778123,MK-5108,MSTO,7.748616806
L778123,MK-5108,MSTO,7.067616806
L778123,MK-5108,MSTO,7.752804306
L778123,MK-8669,MSTO,26.49659838
L778123,MK-8669,MSTO,26.18441088
L778123,MK-8669,MSTO,18.38553588
L778123,MK-8669,MSTO,23.36816088
L778123,MK-8776,MSTO,5.356048543
L778123,MK-8776,MSTO,5.009486043
L778123,MK-8776,MSTO,-0.343138957
L778123,MK-8776,MSTO,-2.650138957
L778123,OXALIPLATIN,MSTO,5.488176319
L778123,OXALIPLATIN,MSTO,2.089238819
L778123,OXALIPLATIN,MSTO,2.465301319
L778123,OXALIPLATIN,MSTO,9.712676319
L778123,PD325901,MSTO,14.0417857
L778123,PD325901,MSTO,15.6569107
L778123,PD325901,MSTO,15.6592232
L778123,PD325901,MSTO,16.3845982
L778123,SN-38,MSTO,7.502958477
L778123,SN-38,MSTO,0.503395977
L778123,SN-38,MSTO,6.682020977
L778123,SN-38,MSTO,3.060833477
L778123,SUNITINIB,MSTO,4.823682099
L778123,SUNITINIB,MSTO,9.454057099
L778123,SUNITINIB,MSTO,13.5433071
L778123,SUNITINIB,MSTO,7.831182099
L778123,TEMOZOLOMIDE,MSTO,8.078047343
L778123,TEMOZOLOMIDE,MSTO,8.687922343
L778123,TEMOZOLOMIDE,MSTO,6.192984843
L778123,TEMOZOLOMIDE,MSTO,6.780859843
L778123,TOPOTECAN,MSTO,6.032615328
L778123,TOPOTECAN,MSTO,6.058677828
L778123,TOPOTECAN,MSTO,7.733615328
L778123,TOPOTECAN,MSTO,4.621740328
L778123,VINORELBINE,MSTO,7.785999694
L778123,VINORELBINE,MSTO,6.177437194
L778123,VINORELBINE,MSTO,3.224624694
L778123,VINORELBINE,MSTO,-0.474687806
L778123,ZOLINZA,MSTO,13.35258585
L778123,ZOLINZA,MSTO,10.16789835
L778123,ZOLINZA,MSTO,9.742210852
L778123,ZOLINZA,MSTO,14.17246085
LAPATINIB,ABT-888,MSTO,-0.531159225
LAPATINIB,ABT-888,MSTO,3.403215775
LAPATINIB,ABT-888,MSTO,14.38602827
LAPATINIB,ABT-888,MSTO,1.471153275
LAPATINIB,BORTEZOMIB,MSTO,-21.33759322
LAPATINIB,BORTEZOMIB,MSTO,-24.99515572
LAPATINIB,BORTEZOMIB,MSTO,-19.29334322
LAPATINIB,BORTEZOMIB,MSTO,-21.85596822
LAPATINIB,DASATINIB,MSTO,16.42127844
LAPATINIB,DASATINIB,MSTO,17.23252844
LAPATINIB,DASATINIB,MSTO,14.48327844
LAPATINIB,DASATINIB,MSTO,18.18798156
LAPATINIB,DINACICLIB,MSTO,-16.23039925
LAPATINIB,DINACICLIB,MSTO,-7.714399253
LAPATINIB,DINACICLIB,MSTO,-29.68702425
LAPATINIB,DINACICLIB,MSTO,-21.36877425
LAPATINIB,ERLOTINIB,MSTO,-29.26828893
LAPATINIB,ERLOTINIB,MSTO,-30.02347643
LAPATINIB,ERLOTINIB,MSTO,-29.54991393
LAPATINIB,ERLOTINIB,MSTO,-33.29285143
LAPATINIB,GELDANAMYCIN,MSTO,-5.381015613
LAPATINIB,GELDANAMYCIN,MSTO,-12.54326561
LAPATINIB,GELDANAMYCIN,MSTO,-10.77595311
LAPATINIB,GELDANAMYCIN,MSTO,-0.195953113
LAPATINIB,MK-2206,MSTO,17.20859981
LAPATINIB,MK-2206,MSTO,18.26647481
LAPATINIB,MK-2206,MSTO,22.85641231
LAPATINIB,MK-2206,MSTO,18.46341231
LAPATINIB,MK-4827,MSTO,6.878033302
LAPATINIB,MK-4827,MSTO,15.6985333
LAPATINIB,MK-4827,MSTO,3.394845802
LAPATINIB,MK-4827,MSTO,9.529595802
LAPATINIB,MK-5108,MSTO,30.00277825
LAPATINIB,MK-5108,MSTO,14.85846575
LAPATINIB,MK-5108,MSTO,16.63234075
LAPATINIB,MK-5108,MSTO,17.64746575
LAPATINIB,MK-8669,MSTO,32.10787202
LAPATINIB,MK-8669,MSTO,14.63062202
LAPATINIB,MK-8669,MSTO,17.77724702
LAPATINIB,MK-8669,MSTO,19.91305952
LAPATINIB,MK-8776,MSTO,1.884968626
LAPATINIB,MK-8776,MSTO,-3.993406374
LAPATINIB,MK-8776,MSTO,-4.814156374
LAPATINIB,MK-8776,MSTO,2.601968626
LAPATINIB,OXALIPLATIN,MSTO,8.085624085
LAPATINIB,OXALIPLATIN,MSTO,3.593874085
LAPATINIB,OXALIPLATIN,MSTO,4.536686585
