drug_row,drug_col,cell_line_name,synergy_hsa
BORTEZOMIB,GELDANAMYCIN,NCIH23,-3.060300217
BORTEZOMIB,GELDANAMYCIN,NCIH23,-3.487362717
BORTEZOMIB,GELDANAMYCIN,NCIH23,-2.865300217
BORTEZOMIB,GELDANAMYCIN,NCIH23,-1.478425217
BORTEZOMIB,MK-8669,NCIH23,1.683230076
BORTEZOMIB,MK-8669,NCIH23,2.200105076
BORTEZOMIB,MK-8669,NCIH23,4.226855076
BORTEZOMIB,MK-8669,NCIH23,2.266542576
BORTEZOMIB,MK-8776,NCIH23,-1.436318611
BORTEZOMIB,MK-8776,NCIH23,0.370181389
BORTEZOMIB,MK-8776,NCIH23,-0.826256111
BORTEZOMIB,MK-8776,NCIH23,-2.047943611
BORTEZOMIB,OXALIPLATIN,NCIH23,0.037893157
BORTEZOMIB,OXALIPLATIN,NCIH23,0.036018157
BORTEZOMIB,OXALIPLATIN,NCIH23,-1.621794343
BORTEZOMIB,OXALIPLATIN,NCIH23,0.024143157
BORTEZOMIB,SN-38,NCIH23,-0.077070523
BORTEZOMIB,SN-38,NCIH23,-0.902695523
BORTEZOMIB,SN-38,NCIH23,-1.628383023
BORTEZOMIB,SN-38,NCIH23,-2.195633023
BORTEZOMIB,SORAFENIB,NCIH23,-0.50046129
BORTEZOMIB,SORAFENIB,NCIH23,2.80447621
BORTEZOMIB,SORAFENIB,NCIH23,6.09172621
BORTEZOMIB,SORAFENIB,NCIH23,4.55578871
BORTEZOMIB,TOPOTECAN,NCIH23,2.09106146
BORTEZOMIB,TOPOTECAN,NCIH23,2.60062396
BORTEZOMIB,TOPOTECAN,NCIH23,3.10062396
BORTEZOMIB,TOPOTECAN,NCIH23,4.52693646
CARBOPLATIN,ABT-888,NCIH23,1.347738607
CARBOPLATIN,ABT-888,NCIH23,2.948488607
CARBOPLATIN,ABT-888,NCIH23,4.226301107
CARBOPLATIN,ABT-888,NCIH23,3.754363607
CARBOPLATIN,AZD1775,NCIH23,5.117828568
CARBOPLATIN,AZD1775,NCIH23,5.977828568
CARBOPLATIN,AZD1775,NCIH23,9.891391068
CARBOPLATIN,AZD1775,NCIH23,8.761703568
CARBOPLATIN,BEZ-235,NCIH23,14.78457698
CARBOPLATIN,BEZ-235,NCIH23,19.38338948
CARBOPLATIN,BEZ-235,NCIH23,16.21695198
CARBOPLATIN,BEZ-235,NCIH23,20.62095198
CARBOPLATIN,BORTEZOMIB,NCIH23,2.82781435
CARBOPLATIN,BORTEZOMIB,NCIH23,3.38093935
CARBOPLATIN,BORTEZOMIB,NCIH23,3.30293935
CARBOPLATIN,BORTEZOMIB,NCIH23,3.44443935
CARBOPLATIN,DASATINIB,NCIH23,6.012368801
CARBOPLATIN,DASATINIB,NCIH23,16.7119938
CARBOPLATIN,DASATINIB,NCIH23,4.431431301
CARBOPLATIN,DASATINIB,NCIH23,6.931868801
CARBOPLATIN,DINACICLIB,NCIH23,2.963520975
CARBOPLATIN,DINACICLIB,NCIH23,4.355333475
CARBOPLATIN,DINACICLIB,NCIH23,2.883208475
CARBOPLATIN,DINACICLIB,NCIH23,2.518145975
CARBOPLATIN,ERLOTINIB,NCIH23,4.791791539
CARBOPLATIN,ERLOTINIB,NCIH23,1.095791539
CARBOPLATIN,ERLOTINIB,NCIH23,0.861291539
CARBOPLATIN,ERLOTINIB,NCIH23,5.505166539
CARBOPLATIN,GELDANAMYCIN,NCIH23,-0.151101432
CARBOPLATIN,GELDANAMYCIN,NCIH23,2.597961068
CARBOPLATIN,GELDANAMYCIN,NCIH23,1.283648568
CARBOPLATIN,GELDANAMYCIN,NCIH23,1.984961068
CARBOPLATIN,L778123,NCIH23,6.388713442
CARBOPLATIN,L778123,NCIH23,7.394400942
CARBOPLATIN,L778123,NCIH23,2.073525942
CARBOPLATIN,L778123,NCIH23,8.317900942
CARBOPLATIN,LAPATINIB,NCIH23,5.082055505
CARBOPLATIN,LAPATINIB,NCIH23,3.301805505
CARBOPLATIN,LAPATINIB,NCIH23,3.619743005
CARBOPLATIN,LAPATINIB,NCIH23,6.546930505
CARBOPLATIN,MK-2206,NCIH23,2.119356414
CARBOPLATIN,MK-2206,NCIH23,1.591793914
CARBOPLATIN,MK-2206,NCIH23,5.392356414
CARBOPLATIN,MK-2206,NCIH23,6.580293914
CARBOPLATIN,MK-4827,NCIH23,-1.341231864
CARBOPLATIN,MK-4827,NCIH23,-0.755669364
CARBOPLATIN,MK-4827,NCIH23,3.829080636
CARBOPLATIN,MK-4827,NCIH23,4.843205636
CARBOPLATIN,MK-5108,NCIH23,5.338738317
CARBOPLATIN,MK-5108,NCIH23,7.453613317
CARBOPLATIN,MK-5108,NCIH23,11.10086332
CARBOPLATIN,MK-5108,NCIH23,8.558238317
CARBOPLATIN,MK-8669,NCIH23,8.099143039
CARBOPLATIN,MK-8669,NCIH23,1.565330539
CARBOPLATIN,MK-8669,NCIH23,5.957830539
CARBOPLATIN,MK-8669,NCIH23,4.762768039
CARBOPLATIN,MK-8776,NCIH23,9.409124193
CARBOPLATIN,MK-8776,NCIH23,6.124999193
CARBOPLATIN,MK-8776,NCIH23,6.812124193
CARBOPLATIN,MK-8776,NCIH23,8.458936693
CARBOPLATIN,PD325901,NCIH23,4.682215676
CARBOPLATIN,PD325901,NCIH23,2.464840676
CARBOPLATIN,PD325901,NCIH23,8.937965676
CARBOPLATIN,PD325901,NCIH23,7.150590676
CARBOPLATIN,SORAFENIB,NCIH23,-4.657629775
CARBOPLATIN,SORAFENIB,NCIH23,-9.134504775
CARBOPLATIN,SORAFENIB,NCIH23,-5.612567275
CARBOPLATIN,SORAFENIB,NCIH23,-5.378379775
CARBOPLATIN,SUNITINIB,NCIH23,6.845558664
CARBOPLATIN,SUNITINIB,NCIH23,3.829996164
CARBOPLATIN,SUNITINIB,NCIH23,5.557183664
CARBOPLATIN,SUNITINIB,NCIH23,4.885808664
CARBOPLATIN,TEMOZOLOMIDE,NCIH23,-3.038209495
CARBOPLATIN,TEMOZOLOMIDE,NCIH23,-7.338771995
CARBOPLATIN,TEMOZOLOMIDE,NCIH23,-7.899084495
CARBOPLATIN,TEMOZOLOMIDE,NCIH23,-5.995209495
CARBOPLATIN,ZOLINZA,NCIH23,3.376484419
CARBOPLATIN,ZOLINZA,NCIH23,3.867921919
CARBOPLATIN,ZOLINZA,NCIH23,2.587296919
CARBOPLATIN,ZOLINZA,NCIH23,5.175546919
CYCLOPHOSPHAMIDE,AZD1775,NCIH23,1.960853719
CYCLOPHOSPHAMIDE,AZD1775,NCIH23,3.807978719
CYCLOPHOSPHAMIDE,AZD1775,NCIH23,1.739728719
CYCLOPHOSPHAMIDE,AZD1775,NCIH23,3.413228719
CYCLOPHOSPHAMIDE,DASATINIB,NCIH23,-0.029316031
CYCLOPHOSPHAMIDE,DASATINIB,NCIH23,4.144308969
CYCLOPHOSPHAMIDE,DASATINIB,NCIH23,-1.421066031
CYCLOPHOSPHAMIDE,DASATINIB,NCIH23,1.249371469
CYCLOPHOSPHAMIDE,ERLOTINIB,NCIH23,-5.115183031
CYCLOPHOSPHAMIDE,ERLOTINIB,NCIH23,-3.813245531
CYCLOPHOSPHAMIDE,ERLOTINIB,NCIH23,-0.215808031
CYCLOPHOSPHAMIDE,ERLOTINIB,NCIH23,-4.742620531
CYCLOPHOSPHAMIDE,LAPATINIB,NCIH23,-5.088504281
CYCLOPHOSPHAMIDE,LAPATINIB,NCIH23,-5.249379281
CYCLOPHOSPHAMIDE,LAPATINIB,NCIH23,-0.708379281
CYCLOPHOSPHAMIDE,LAPATINIB,NCIH23,-1.245816781
CYCLOPHOSPHAMIDE,MK-2206,NCIH23,7.102309969
CYCLOPHOSPHAMIDE,MK-2206,NCIH23,2.002122469
CYCLOPHOSPHAMIDE,MK-2206,NCIH23,-0.688377531
CYCLOPHOSPHAMIDE,MK-2206,NCIH23,2.151434969
CYCLOPHOSPHAMIDE,MK-4827,NCIH23,-2.003116531
CYCLOPHOSPHAMIDE,MK-4827,NCIH23,-4.833616531
CYCLOPHOSPHAMIDE,MK-4827,NCIH23,-2.377616531
CYCLOPHOSPHAMIDE,MK-4827,NCIH23,-10.31130403
CYCLOPHOSPHAMIDE,MK-5108,NCIH23,1.887929969
CYCLOPHOSPHAMIDE,MK-5108,NCIH23,0.887429969
CYCLOPHOSPHAMIDE,MK-5108,NCIH23,1.196679969
CYCLOPHOSPHAMIDE,MK-5108,NCIH23,1.168179969
CYCLOPHOSPHAMIDE,MK-8669,NCIH23,3.605987219
CYCLOPHOSPHAMIDE,MK-8669,NCIH23,3.219299719
CYCLOPHOSPHAMIDE,MK-8669,NCIH23,0.392987219
CYCLOPHOSPHAMIDE,MK-8669,NCIH23,3.579799719
CYCLOPHOSPHAMIDE,SORAFENIB,NCIH23,-1.196561281
CYCLOPHOSPHAMIDE,SORAFENIB,NCIH23,-1.410373781
CYCLOPHOSPHAMIDE,SORAFENIB,NCIH23,-1.913436281
CYCLOPHOSPHAMIDE,SORAFENIB,NCIH23,-1.361623781
CYCLOPHOSPHAMIDE,SUNITINIB,NCIH23,3.265294969
CYCLOPHOSPHAMIDE,SUNITINIB,NCIH23,7.199669969
CYCLOPHOSPHAMIDE,SUNITINIB,NCIH23,6.174982469
CYCLOPHOSPHAMIDE,SUNITINIB,NCIH23,3.497544969
CYCLOPHOSPHAMIDE,ZOLINZA,NCIH23,0.664914151
CYCLOPHOSPHAMIDE,ZOLINZA,NCIH23,-2.316898349
CYCLOPHOSPHAMIDE,ZOLINZA,NCIH23,-0.616523349
CYCLOPHOSPHAMIDE,ZOLINZA,NCIH23,-1.710460849
DASATINIB,ABT-888,NCIH23,3.465007107
DASATINIB,ABT-888,NCIH23,-0.922055393
DASATINIB,ABT-888,NCIH23,2.180632107
DASATINIB,ABT-888,NCIH23,2.368569607
DASATINIB,BEZ-235,NCIH23,11.59199297
DASATINIB,BEZ-235,NCIH23,12.30893047
DASATINIB,BEZ-235,NCIH23,15.95261797
DASATINIB,BEZ-235,NCIH23,17.71030547
DASATINIB,DINACICLIB,NCIH23,5.819556446
DASATINIB,DINACICLIB,NCIH23,6.624368946
DASATINIB,DINACICLIB,NCIH23,9.618931446
DASATINIB,DINACICLIB,NCIH23,9.882181446
DASATINIB,GELDANAMYCIN,NCIH23,5.387807426
DASATINIB,GELDANAMYCIN,NCIH23,5.206369926
DASATINIB,GELDANAMYCIN,NCIH23,3.993119926
DASATINIB,GELDANAMYCIN,NCIH23,6.822744926
DASATINIB,MK-8669,NCIH23,18.07776425
DASATINIB,MK-8669,NCIH23,13.44245175
DASATINIB,MK-8669,NCIH23,18.23451425
DASATINIB,MK-8669,NCIH23,20.39188925
DASATINIB,MK-8776,NCIH23,13.84875694
DASATINIB,MK-8776,NCIH23,17.63950694
DASATINIB,MK-8776,NCIH23,16.90906944
DASATINIB,MK-8776,NCIH23,16.61294444
DASATINIB,OXALIPLATIN,NCIH23,-0.576751054
DASATINIB,OXALIPLATIN,NCIH23,-1.594751054
DASATINIB,OXALIPLATIN,NCIH23,-7.115438554
DASATINIB,OXALIPLATIN,NCIH23,-5.309876054
DASATINIB,SN-38,NCIH23,8.294238788
DASATINIB,SN-38,NCIH23,7.563551288
DASATINIB,SN-38,NCIH23,9.167426288
DASATINIB,SN-38,NCIH23,7.543301288
DASATINIB,SORAFENIB,NCIH23,10.34474172
DASATINIB,SORAFENIB,NCIH23,12.53699172
DASATINIB,SORAFENIB,NCIH23,8.974366725
DASATINIB,SORAFENIB,NCIH23,13.97336672
DASATINIB,TOPOTECAN,NCIH23,-2.399220074
DASATINIB,TOPOTECAN,NCIH23,-1.050720074
DASATINIB,TOPOTECAN,NCIH23,5.306467426
DASATINIB,TOPOTECAN,NCIH23,2.966217426
DEXAMETHASONE,ABT-888,NCIH23,1.129165407
DEXAMETHASONE,ABT-888,NCIH23,0.165540407
DEXAMETHASONE,ABT-888,NCIH23,-0.901709593
DEXAMETHASONE,ABT-888,NCIH23,0.711352907
DEXAMETHASONE,AZD1775,NCIH23,8.032353719
DEXAMETHASONE,AZD1775,NCIH23,6.773916219
DEXAMETHASONE,AZD1775,NCIH23,4.776353719
DEXAMETHASONE,AZD1775,NCIH23,7.047603719
DEXAMETHASONE,BEZ-235,NCIH23,5.174829719
DEXAMETHASONE,BEZ-235,NCIH23,6.933579719
DEXAMETHASONE,BEZ-235,NCIH23,12.39126722
DEXAMETHASONE,BEZ-235,NCIH23,7.774579719
DEXAMETHASONE,BORTEZOMIB,NCIH23,-0.568550399
DEXAMETHASONE,BORTEZOMIB,NCIH23,-4.587862899
DEXAMETHASONE,BORTEZOMIB,NCIH23,-0.274362899
DEXAMETHASONE,BORTEZOMIB,NCIH23,-0.988925399
DEXAMETHASONE,DASATINIB,NCIH23,0.973871469
DEXAMETHASONE,DASATINIB,NCIH23,5.322683969
DEXAMETHASONE,DASATINIB,NCIH23,2.789746469
DEXAMETHASONE,DASATINIB,NCIH23,1.902933969
DEXAMETHASONE,DINACICLIB,NCIH23,0.407860351
DEXAMETHASONE,DINACICLIB,NCIH23,-0.670264649
DEXAMETHASONE,DINACICLIB,NCIH23,2.167485351
DEXAMETHASONE,DINACICLIB,NCIH23,1.188172851
DEXAMETHASONE,ERLOTINIB,NCIH23,-3.618870531
DEXAMETHASONE,ERLOTINIB,NCIH23,-1.710058031
DEXAMETHASONE,ERLOTINIB,NCIH23,1.728566969
DEXAMETHASONE,ERLOTINIB,NCIH23,0.422941969
DEXAMETHASONE,GELDANAMYCIN,NCIH23,-0.630440531
DEXAMETHASONE,GELDANAMYCIN,NCIH23,-3.788003031
DEXAMETHASONE,GELDANAMYCIN,NCIH23,-2.859065531
DEXAMETHASONE,GELDANAMYCIN,NCIH23,-0.631190531
DEXAMETHASONE,L778123,NCIH23,6.359963969
DEXAMETHASONE,L778123,NCIH23,-5.643848531
DEXAMETHASONE,L778123,NCIH23,0.491088969
DEXAMETHASONE,L778123,NCIH23,-2.954973531
DEXAMETHASONE,LAPATINIB,NCIH23,-0.602566781
DEXAMETHASONE,LAPATINIB,NCIH23,0.470183219
DEXAMETHASONE,LAPATINIB,NCIH23,1.818808219
DEXAMETHASONE,LAPATINIB,NCIH23,1.507651969
DEXAMETHASONE,MK-2206,NCIH23,2.103559969
DEXAMETHASONE,MK-2206,NCIH23,2.393122469
DEXAMETHASONE,MK-2206,NCIH23,6.008934969
DEXAMETHASONE,MK-2206,NCIH23,1.754372469
DEXAMETHASONE,MK-4827,NCIH23,-0.827054031
DEXAMETHASONE,MK-4827,NCIH23,-2.620116531
DEXAMETHASONE,MK-4827,NCIH23,-1.962866531
DEXAMETHASONE,MK-4827,NCIH23,-3.113991531
DEXAMETHASONE,MK-5108,NCIH23,1.348242469
DEXAMETHASONE,MK-5108,NCIH23,2.207242469
DEXAMETHASONE,MK-5108,NCIH23,0.491054969
DEXAMETHASONE,MK-5108,NCIH23,10.80955497
DEXAMETHASONE,MK-8669,NCIH23,6.516235212
DEXAMETHASONE,MK-8669,NCIH23,5.092422712
DEXAMETHASONE,MK-8669,NCIH23,11.04773521
DEXAMETHASONE,MK-8669,NCIH23,13.41992271
DEXAMETHASONE,MK-8776,NCIH23,-0.480667531
DEXAMETHASONE,MK-8776,NCIH23,-2.690605031
DEXAMETHASONE,MK-8776,NCIH23,-1.896792531
DEXAMETHASONE,MK-8776,NCIH23,0.789144969
DEXAMETHASONE,PD325901,NCIH23,-7.037916031
DEXAMETHASONE,PD325901,NCIH23,-3.027978531
DEXAMETHASONE,PD325901,NCIH23,2.357271469
DEXAMETHASONE,PD325901,NCIH23,-4.482791031
DEXAMETHASONE,SORAFENIB,NCIH23,0.740251219
DEXAMETHASONE,SORAFENIB,NCIH23,1.983813719
DEXAMETHASONE,SORAFENIB,NCIH23,2.931001219
DEXAMETHASONE,SORAFENIB,NCIH23,2.417313719
DEXAMETHASONE,SUNITINIB,NCIH23,7.921857469
DEXAMETHASONE,SUNITINIB,NCIH23,15.82104497
DEXAMETHASONE,SUNITINIB,NCIH23,10.79916997
DEXAMETHASONE,SUNITINIB,NCIH23,10.02754497
DEXAMETHASONE,TEMOZOLOMIDE,NCIH23,-4.334585454
DEXAMETHASONE,TEMOZOLOMIDE,NCIH23,-3.492647954
DEXAMETHASONE,TEMOZOLOMIDE,NCIH23,-3.120397954
DEXAMETHASONE,TEMOZOLOMIDE,NCIH23,-5.718210454
DEXAMETHASONE,ZOLINZA,NCIH23,2.135817448
DEXAMETHASONE,ZOLINZA,NCIH23,-2.680745052
DEXAMETHASONE,ZOLINZA,NCIH23,-0.915807552
DEXAMETHASONE,ZOLINZA,NCIH23,2.475129948
DINACICLIB,MK-8776,NCIH23,-65.58628302
DINACICLIB,MK-8776,NCIH23,-68.22640802
DINACICLIB,MK-8776,NCIH23,-65.75209552
DINACICLIB,MK-8776,NCIH23,-57.58878302
DOXORUBICIN,ABT-888,NCIH23,-3.407542893
DOXORUBICIN,ABT-888,NCIH23,-0.019292893
DOXORUBICIN,ABT-888,NCIH23,0.793957107
DOXORUBICIN,ABT-888,NCIH23,3.393332107
DOXORUBICIN,AZD1775,NCIH23,4.915693666
DOXORUBICIN,AZD1775,NCIH23,6.341443666
DOXORUBICIN,AZD1775,NCIH23,7.726006166
DOXORUBICIN,AZD1775,NCIH23,7.615381166
DOXORUBICIN,BEZ-235,NCIH23,0.39394856
DOXORUBICIN,BEZ-235,NCIH23,1.12382356
DOXORUBICIN,BEZ-235,NCIH23,1.93101106
DOXORUBICIN,BEZ-235,NCIH23,1.59238606
DOXORUBICIN,BORTEZOMIB,NCIH23,2.36155428
DOXORUBICIN,BORTEZOMIB,NCIH23,0.45324178
DOXORUBICIN,BORTEZOMIB,NCIH23,1.19467928
DOXORUBICIN,BORTEZOMIB,NCIH23,1.06024178
DOXORUBICIN,DASATINIB,NCIH23,2.571411149
DOXORUBICIN,DASATINIB,NCIH23,2.909161149
DOXORUBICIN,DASATINIB,NCIH23,3.276098649
DOXORUBICIN,DASATINIB,NCIH23,3.797348649
DOXORUBICIN,DINACICLIB,NCIH23,0.841953074
DOXORUBICIN,DINACICLIB,NCIH23,-0.279546926
DOXORUBICIN,DINACICLIB,NCIH23,1.648203074
DOXORUBICIN,DINACICLIB,NCIH23,0.050953074
DOXORUBICIN,ERLOTINIB,NCIH23,2.456828024
DOXORUBICIN,ERLOTINIB,NCIH23,3.387203024
DOXORUBICIN,ERLOTINIB,NCIH23,5.355953024
DOXORUBICIN,ERLOTINIB,NCIH23,4.156078024
DOXORUBICIN,GELDANAMYCIN,NCIH23,-0.488882905
DOXORUBICIN,GELDANAMYCIN,NCIH23,0.388804595
DOXORUBICIN,GELDANAMYCIN,NCIH23,1.586992095
DOXORUBICIN,GELDANAMYCIN,NCIH23,0.919617095
DOXORUBICIN,L778123,NCIH23,0.33391106
DOXORUBICIN,L778123,NCIH23,3.54966106
DOXORUBICIN,L778123,NCIH23,2.51928606
DOXORUBICIN,L778123,NCIH23,3.65709856
DOXORUBICIN,LAPATINIB,NCIH23,6.314764274
DOXORUBICIN,LAPATINIB,NCIH23,6.379389274
DOXORUBICIN,LAPATINIB,NCIH23,6.327951774
DOXORUBICIN,LAPATINIB,NCIH23,5.506014274
DOXORUBICIN,MK-2206,NCIH23,7.089399274
DOXORUBICIN,MK-2206,NCIH23,2.479336774
DOXORUBICIN,MK-2206,NCIH23,4.942399274
DOXORUBICIN,MK-2206,NCIH23,4.013524274
DOXORUBICIN,MK-4827,NCIH23,0.774163024
DOXORUBICIN,MK-4827,NCIH23,2.386725524
DOXORUBICIN,MK-4827,NCIH23,3.070350524
DOXORUBICIN,MK-4827,NCIH23,3.188913024
DOXORUBICIN,MK-5108,NCIH23,5.87193106
DOXORUBICIN,MK-5108,NCIH23,7.12774356
DOXORUBICIN,MK-5108,NCIH23,6.42824356
DOXORUBICIN,MK-5108,NCIH23,6.44630606
DOXORUBICIN,MK-8669,NCIH23,-0.137068851
DOXORUBICIN,MK-8669,NCIH23,-0.797756351
DOXORUBICIN,MK-8669,NCIH23,0.941556149
DOXORUBICIN,MK-8669,NCIH23,0.210493649
DOXORUBICIN,MK-8776,NCIH23,5.507993272
DOXORUBICIN,MK-8776,NCIH23,5.477618272
DOXORUBICIN,MK-8776,NCIH23,4.986243272
DOXORUBICIN,MK-8776,NCIH23,5.010680772
DOXORUBICIN,PD325901,NCIH23,2.86645606
DOXORUBICIN,PD325901,NCIH23,3.26695606
DOXORUBICIN,PD325901,NCIH23,4.05251856
DOXORUBICIN,PD325901,NCIH23,4.40245606
DOXORUBICIN,SORAFENIB,NCIH23,1.172847416
DOXORUBICIN,SORAFENIB,NCIH23,0.435097416
DOXORUBICIN,SORAFENIB,NCIH23,1.602909916
DOXORUBICIN,SORAFENIB,NCIH23,1.730222416
DOXORUBICIN,SUNITINIB,NCIH23,-1.293890726
DOXORUBICIN,SUNITINIB,NCIH23,-1.873578226
DOXORUBICIN,SUNITINIB,NCIH23,-2.986328226
DOXORUBICIN,SUNITINIB,NCIH23,-1.495015726
DOXORUBICIN,TEMOZOLOMIDE,NCIH23,3.452884274
DOXORUBICIN,TEMOZOLOMIDE,NCIH23,2.152259274
DOXORUBICIN,TEMOZOLOMIDE,NCIH23,2.780571774
DOXORUBICIN,TEMOZOLOMIDE,NCIH23,4.396571774
DOXORUBICIN,ZOLINZA,NCIH23,3.573371486
DOXORUBICIN,ZOLINZA,NCIH23,3.331683986
DOXORUBICIN,ZOLINZA,NCIH23,4.887746486
DOXORUBICIN,ZOLINZA,NCIH23,4.546496486
ERLOTINIB,ABT-888,NCIH23,-3.419984893
ERLOTINIB,ABT-888,NCIH23,-3.436797393
ERLOTINIB,ABT-888,NCIH23,2.156890107
ERLOTINIB,ABT-888,NCIH23,-3.062734893
ERLOTINIB,BEZ-235,NCIH23,11.59389601
ERLOTINIB,BEZ-235,NCIH23,10.19227101
ERLOTINIB,BEZ-235,NCIH23,12.63520851
ERLOTINIB,BEZ-235,NCIH23,10.43352101
ERLOTINIB,BORTEZOMIB,NCIH23,3.983892063
ERLOTINIB,BORTEZOMIB,NCIH23,-1.931295437
ERLOTINIB,BORTEZOMIB,NCIH23,-1.256482937
ERLOTINIB,BORTEZOMIB,NCIH23,1.824392063
ERLOTINIB,DASATINIB,NCIH23,9.354915098
ERLOTINIB,DASATINIB,NCIH23,7.437915098
ERLOTINIB,DASATINIB,NCIH23,9.173727598
ERLOTINIB,DASATINIB,NCIH23,9.381665098
ERLOTINIB,DINACICLIB,NCIH23,1.721199475
ERLOTINIB,DINACICLIB,NCIH23,4.979199475
ERLOTINIB,DINACICLIB,NCIH23,3.838136975
ERLOTINIB,DINACICLIB,NCIH23,6.052074475
ERLOTINIB,GELDANAMYCIN,NCIH23,2.605163308
ERLOTINIB,GELDANAMYCIN,NCIH23,1.292225808
ERLOTINIB,GELDANAMYCIN,NCIH23,1.298038308
ERLOTINIB,GELDANAMYCIN,NCIH23,0.128913308
ERLOTINIB,MK-8669,NCIH23,13.53228654
ERLOTINIB,MK-8669,NCIH23,15.42084904
ERLOTINIB,MK-8669,NCIH23,12.80397404
ERLOTINIB,MK-8669,NCIH23,12.32728654
ERLOTINIB,MK-8776,NCIH23,3.617113318
ERLOTINIB,MK-8776,NCIH23,3.328300818
ERLOTINIB,MK-8776,NCIH23,6.830738318
ERLOTINIB,MK-8776,NCIH23,5.897777225
ERLOTINIB,OXALIPLATIN,NCIH23,-2.844982803
ERLOTINIB,OXALIPLATIN,NCIH23,-4.942857803
ERLOTINIB,OXALIPLATIN,NCIH23,-0.821857803
ERLOTINIB,OXALIPLATIN,NCIH23,-0.797920303
ERLOTINIB,PD325901,NCIH23,2.829870098
ERLOTINIB,PD325901,NCIH23,5.877620098
ERLOTINIB,PD325901,NCIH23,8.205932598
ERLOTINIB,PD325901,NCIH23,6.416932598
ERLOTINIB,SN-38,NCIH23,17.1790225
ERLOTINIB,SN-38,NCIH23,17.9080225
ERLOTINIB,SN-38,NCIH23,21.781585
ERLOTINIB,SN-38,NCIH23,17.499585
ERLOTINIB,SORAFENIB,NCIH23,0.206715138
ERLOTINIB,SORAFENIB,NCIH23,2.456840138
ERLOTINIB,SORAFENIB,NCIH23,5.913590138
ERLOTINIB,SORAFENIB,NCIH23,6.462777638
ERLOTINIB,TOPOTECAN,NCIH23,15.88573061
ERLOTINIB,TOPOTECAN,NCIH23,20.52404311
ERLOTINIB,TOPOTECAN,NCIH23,17.12698061
ERLOTINIB,TOPOTECAN,NCIH23,16.37535561
ETOPOSIDE,ABT-888,NCIH23,-2.314604143
ETOPOSIDE,ABT-888,NCIH23,-2.654604143
ETOPOSIDE,ABT-888,NCIH23,2.272770857
ETOPOSIDE,ABT-888,NCIH23,1.630083357
ETOPOSIDE,AZD1775,NCIH23,-60.72039592
ETOPOSIDE,AZD1775,NCIH23,-58.24633342
ETOPOSIDE,AZD1775,NCIH23,-55.48708342
ETOPOSIDE,AZD1775,NCIH23,-56.73645842
ETOPOSIDE,BEZ-235,NCIH23,-0.206484336
ETOPOSIDE,BEZ-235,NCIH23,0.867515664
ETOPOSIDE,BEZ-235,NCIH23,2.480390664
ETOPOSIDE,BEZ-235,NCIH23,2.395953164
ETOPOSIDE,BORTEZOMIB,NCIH23,1.396708
ETOPOSIDE,BORTEZOMIB,NCIH23,0.248833
ETOPOSIDE,BORTEZOMIB,NCIH23,2.951083
ETOPOSIDE,BORTEZOMIB,NCIH23,0.9891455
ETOPOSIDE,DASATINIB,NCIH23,-45.46795669
ETOPOSIDE,DASATINIB,NCIH23,-57.09751919
ETOPOSIDE,DASATINIB,NCIH23,-48.11395669
ETOPOSIDE,DASATINIB,NCIH23,-44.46314419
ETOPOSIDE,DINACICLIB,NCIH23,1.333692272
ETOPOSIDE,DINACICLIB,NCIH23,-0.663807728
ETOPOSIDE,DINACICLIB,NCIH23,-0.359745228
ETOPOSIDE,DINACICLIB,NCIH23,-0.264807728
ETOPOSIDE,ERLOTINIB,NCIH23,-41.73602642
ETOPOSIDE,ERLOTINIB,NCIH23,-50.37621392
ETOPOSIDE,ERLOTINIB,NCIH23,-45.28633892
ETOPOSIDE,ERLOTINIB,NCIH23,-39.18252642
ETOPOSIDE,GELDANAMYCIN,NCIH23,1.341780787
ETOPOSIDE,GELDANAMYCIN,NCIH23,1.829718287
ETOPOSIDE,GELDANAMYCIN,NCIH23,3.211968287
ETOPOSIDE,GELDANAMYCIN,NCIH23,3.533655787
ETOPOSIDE,LAPATINIB,NCIH23,-45.44830508
ETOPOSIDE,LAPATINIB,NCIH23,-43.50311758
ETOPOSIDE,LAPATINIB,NCIH23,-49.29611758
ETOPOSIDE,LAPATINIB,NCIH23,-38.60999258
ETOPOSIDE,MK-2206,NCIH23,-47.23540245
ETOPOSIDE,MK-2206,NCIH23,-41.41196495
ETOPOSIDE,MK-2206,NCIH23,-52.36358995
ETOPOSIDE,MK-2206,NCIH23,-41.64071495
ETOPOSIDE,MK-4827,NCIH23,-47.64780905
ETOPOSIDE,MK-4827,NCIH23,-53.59630905
ETOPOSIDE,MK-4827,NCIH23,-49.27812155
ETOPOSIDE,MK-4827,NCIH23,-49.55305905
ETOPOSIDE,MK-5108,NCIH23,11.9631951
ETOPOSIDE,MK-5108,NCIH23,8.693882602
ETOPOSIDE,MK-5108,NCIH23,7.968507602
ETOPOSIDE,MK-5108,NCIH23,7.844757602
ETOPOSIDE,MK-8669,NCIH23,-35.07135101
ETOPOSIDE,MK-8669,NCIH23,-38.11378851
ETOPOSIDE,MK-8669,NCIH23,-33.42585101
ETOPOSIDE,MK-8669,NCIH23,-42.78422601
ETOPOSIDE,MK-8776,NCIH23,8.335621157
ETOPOSIDE,MK-8776,NCIH23,5.489308657
ETOPOSIDE,MK-8776,NCIH23,6.535183657
