drug_row,drug_col,cell_line_name,S
SUNITINIB,TEMOZOLOMIDE,LOVO,-7.8585
SUNITINIB,TEMOZOLOMIDE,LOVO,1.947
SUNITINIB,TOPOTECAN,LOVO,-50.553
SUNITINIB,TOPOTECAN,LOVO,-49.894
SUNITINIB,TOPOTECAN,LOVO,-49.6435
SUNITINIB,TOPOTECAN,LOVO,-43.0385
TEMOZOLOMIDE,ABT-888,LOVO,-9.3425
TEMOZOLOMIDE,ABT-888,LOVO,-12.297
TEMOZOLOMIDE,ABT-888,LOVO,-0.635
TEMOZOLOMIDE,ABT-888,LOVO,-2.0865
TEMOZOLOMIDE,AZD1775,LOVO,-8.7625
TEMOZOLOMIDE,AZD1775,LOVO,-8.3205
TEMOZOLOMIDE,AZD1775,LOVO,2.77
TEMOZOLOMIDE,AZD1775,LOVO,-15.088
TEMOZOLOMIDE,BEZ-235,LOVO,-20.104
TEMOZOLOMIDE,BEZ-235,LOVO,-11.3355
TEMOZOLOMIDE,BEZ-235,LOVO,-1.8195
TEMOZOLOMIDE,BEZ-235,LOVO,-14.88
TEMOZOLOMIDE,BORTEZOMIB,LOVO,5.9565
TEMOZOLOMIDE,BORTEZOMIB,LOVO,-14.466
TEMOZOLOMIDE,BORTEZOMIB,LOVO,-11.869
TEMOZOLOMIDE,BORTEZOMIB,LOVO,-12.38
TEMOZOLOMIDE,DASATINIB,LOVO,-20.3505
TEMOZOLOMIDE,DASATINIB,LOVO,-14.209
TEMOZOLOMIDE,DASATINIB,LOVO,-27.197
TEMOZOLOMIDE,DASATINIB,LOVO,-19.0675
TEMOZOLOMIDE,DINACICLIB,LOVO,-7.4785
TEMOZOLOMIDE,DINACICLIB,LOVO,-4.481
TEMOZOLOMIDE,DINACICLIB,LOVO,-17.073
TEMOZOLOMIDE,DINACICLIB,LOVO,-14.3075
TEMOZOLOMIDE,ERLOTINIB,LOVO,-12.0805
TEMOZOLOMIDE,ERLOTINIB,LOVO,2.615
TEMOZOLOMIDE,ERLOTINIB,LOVO,-10.701
TEMOZOLOMIDE,ERLOTINIB,LOVO,-9.741
TEMOZOLOMIDE,GELDANAMYCIN,LOVO,40.7375
TEMOZOLOMIDE,GELDANAMYCIN,LOVO,41.1335
TEMOZOLOMIDE,GELDANAMYCIN,LOVO,30.6945
TEMOZOLOMIDE,GELDANAMYCIN,LOVO,19.3165
TEMOZOLOMIDE,LAPATINIB,LOVO,-15.438
TEMOZOLOMIDE,LAPATINIB,LOVO,-18.1355
TEMOZOLOMIDE,LAPATINIB,LOVO,-5.4135
TEMOZOLOMIDE,LAPATINIB,LOVO,-13.699
TEMOZOLOMIDE,MK-2206,LOVO,-16.138
TEMOZOLOMIDE,MK-2206,LOVO,-19.4515
TEMOZOLOMIDE,MK-2206,LOVO,-16.319
TEMOZOLOMIDE,MK-2206,LOVO,-12.193
TEMOZOLOMIDE,MK-4827,LOVO,34.5155
TEMOZOLOMIDE,MK-4827,LOVO,34.096
TEMOZOLOMIDE,MK-4827,LOVO,32.609
TEMOZOLOMIDE,MK-4827,LOVO,32.703
TEMOZOLOMIDE,MK-5108,LOVO,-2.32
TEMOZOLOMIDE,MK-5108,LOVO,-1.1325
TEMOZOLOMIDE,MK-5108,LOVO,-8.8235
TEMOZOLOMIDE,MK-5108,LOVO,4.046
TEMOZOLOMIDE,MK-8669,LOVO,3.1845
TEMOZOLOMIDE,MK-8669,LOVO,-7.4105
TEMOZOLOMIDE,MK-8669,LOVO,-8.484
TEMOZOLOMIDE,MK-8669,LOVO,2.328
TEMOZOLOMIDE,MK-8776,LOVO,-13.246
TEMOZOLOMIDE,MK-8776,LOVO,-20.1785
TEMOZOLOMIDE,MK-8776,LOVO,-16.5525
TEMOZOLOMIDE,MK-8776,LOVO,-11.912
TEMOZOLOMIDE,OXALIPLATIN,LOVO,-36.2375
TEMOZOLOMIDE,OXALIPLATIN,LOVO,-29.912
TEMOZOLOMIDE,OXALIPLATIN,LOVO,-36.346
TEMOZOLOMIDE,OXALIPLATIN,LOVO,-29.248
TEMOZOLOMIDE,PD325901,LOVO,-9.4745
TEMOZOLOMIDE,PD325901,LOVO,-25.5345
TEMOZOLOMIDE,PD325901,LOVO,-26.366
TEMOZOLOMIDE,PD325901,LOVO,-10.8395
TEMOZOLOMIDE,SN-38,LOVO,-18.7955
TEMOZOLOMIDE,SN-38,LOVO,-0.5285
TEMOZOLOMIDE,SN-38,LOVO,6.3415
TEMOZOLOMIDE,SN-38,LOVO,11.2265
TEMOZOLOMIDE,SORAFENIB,LOVO,2.002
TEMOZOLOMIDE,SORAFENIB,LOVO,-5.903
TEMOZOLOMIDE,SORAFENIB,LOVO,-10.714
TEMOZOLOMIDE,SORAFENIB,LOVO,-15.3805
TEMOZOLOMIDE,TOPOTECAN,LOVO,-24.3635
TEMOZOLOMIDE,TOPOTECAN,LOVO,-7.5105
TEMOZOLOMIDE,TOPOTECAN,LOVO,-15.256
TEMOZOLOMIDE,TOPOTECAN,LOVO,-22.433
TOPOTECAN,BEZ-235,LOVO,-55.751
TOPOTECAN,BEZ-235,LOVO,-53.0985
TOPOTECAN,BEZ-235,LOVO,-49.711
TOPOTECAN,BEZ-235,LOVO,-50.2025
TOPOTECAN,DINACICLIB,LOVO,-39.0365
TOPOTECAN,DINACICLIB,LOVO,-23.3355
TOPOTECAN,DINACICLIB,LOVO,-30.2635
TOPOTECAN,DINACICLIB,LOVO,-29.571
TOPOTECAN,MK-8776,LOVO,-56.571
TOPOTECAN,MK-8776,LOVO,-47.056
TOPOTECAN,MK-8776,LOVO,-48.125
TOPOTECAN,MK-8776,LOVO,-53.257
TOPOTECAN,SORAFENIB,LOVO,-35.2015
TOPOTECAN,SORAFENIB,LOVO,-35.1725
TOPOTECAN,SORAFENIB,LOVO,-32.4775
TOPOTECAN,SORAFENIB,LOVO,-27.2105
VINBLASTINE,ABT-888,LOVO,-29.33
VINBLASTINE,ABT-888,LOVO,-33.5695
VINBLASTINE,ABT-888,LOVO,-29.03
VINBLASTINE,ABT-888,LOVO,-18.669
VINBLASTINE,AZD1775,LOVO,-35.304
VINBLASTINE,AZD1775,LOVO,-22.2
VINBLASTINE,AZD1775,LOVO,-24.2425
VINBLASTINE,AZD1775,LOVO,-45.581
VINBLASTINE,BEZ-235,LOVO,-40.926
VINBLASTINE,BEZ-235,LOVO,-47.013
VINBLASTINE,BEZ-235,LOVO,-37.0585
VINBLASTINE,BEZ-235,LOVO,-40.42
VINBLASTINE,BORTEZOMIB,LOVO,-23.1295
VINBLASTINE,BORTEZOMIB,LOVO,-23.1035
VINBLASTINE,BORTEZOMIB,LOVO,-17.537
VINBLASTINE,BORTEZOMIB,LOVO,-19.5595
VINBLASTINE,DASATINIB,LOVO,-46.7115
VINBLASTINE,DASATINIB,LOVO,-48.4625
VINBLASTINE,DASATINIB,LOVO,-37.5125
VINBLASTINE,DASATINIB,LOVO,-41.8255
VINBLASTINE,DINACICLIB,LOVO,-35.9905
VINBLASTINE,DINACICLIB,LOVO,-44.007
VINBLASTINE,DINACICLIB,LOVO,-29.308
VINBLASTINE,DINACICLIB,LOVO,-31.815
VINBLASTINE,ERLOTINIB,LOVO,-21.7425
VINBLASTINE,ERLOTINIB,LOVO,-18.8125
VINBLASTINE,ERLOTINIB,LOVO,-21.1215
VINBLASTINE,ERLOTINIB,LOVO,-18.3495
VINBLASTINE,GELDANAMYCIN,LOVO,-13.474
VINBLASTINE,GELDANAMYCIN,LOVO,-7.622
VINBLASTINE,GELDANAMYCIN,LOVO,1.6455
VINBLASTINE,GELDANAMYCIN,LOVO,-0.058
VINBLASTINE,L778123,LOVO,-35.401
VINBLASTINE,L778123,LOVO,-37.683
VINBLASTINE,L778123,LOVO,-34.619
VINBLASTINE,L778123,LOVO,-38.364
VINBLASTINE,LAPATINIB,LOVO,-37.906
VINBLASTINE,LAPATINIB,LOVO,-36.532
VINBLASTINE,LAPATINIB,LOVO,-32.642
VINBLASTINE,LAPATINIB,LOVO,-35.0725
VINBLASTINE,MK-2206,LOVO,-46.908
VINBLASTINE,MK-2206,LOVO,-47.8795
VINBLASTINE,MK-2206,LOVO,-46.7565
VINBLASTINE,MK-2206,LOVO,-42.0575
VINBLASTINE,MK-4827,LOVO,-15.379
VINBLASTINE,MK-4827,LOVO,4.6535
VINBLASTINE,MK-4827,LOVO,-6.6605
VINBLASTINE,MK-4827,LOVO,-11.709
VINBLASTINE,MK-5108,LOVO,-20.292
VINBLASTINE,MK-5108,LOVO,-20.3695
VINBLASTINE,MK-5108,LOVO,-6.985
VINBLASTINE,MK-5108,LOVO,-17.5335
VINBLASTINE,MK-8669,LOVO,-25.784
VINBLASTINE,MK-8669,LOVO,-6.7875
VINBLASTINE,MK-8669,LOVO,-6.7045
VINBLASTINE,MK-8669,LOVO,-22.8065
VINBLASTINE,MK-8776,LOVO,-41.3795
VINBLASTINE,MK-8776,LOVO,-38.9875
VINBLASTINE,MK-8776,LOVO,-34.0925
VINBLASTINE,MK-8776,LOVO,-46.6845
VINBLASTINE,PD325901,LOVO,-44.889
VINBLASTINE,PD325901,LOVO,-37.0275
VINBLASTINE,PD325901,LOVO,-39.05
VINBLASTINE,PD325901,LOVO,-39.252
VINBLASTINE,SORAFENIB,LOVO,-17.7295
VINBLASTINE,SORAFENIB,LOVO,-11.37
VINBLASTINE,SORAFENIB,LOVO,-8.0735
VINBLASTINE,SORAFENIB,LOVO,-9.3975
VINBLASTINE,SUNITINIB,LOVO,-29.4305
VINBLASTINE,SUNITINIB,LOVO,-33.97
VINBLASTINE,SUNITINIB,LOVO,-27.349
VINBLASTINE,SUNITINIB,LOVO,-27.229
VINBLASTINE,TEMOZOLOMIDE,LOVO,-30.0235
VINBLASTINE,TEMOZOLOMIDE,LOVO,-29.0785
VINBLASTINE,TEMOZOLOMIDE,LOVO,-21.884
VINBLASTINE,TEMOZOLOMIDE,LOVO,-36.878
VINBLASTINE,ZOLINZA,LOVO,-19.1365
VINBLASTINE,ZOLINZA,LOVO,-6.591
VINBLASTINE,ZOLINZA,LOVO,-7.378
VINBLASTINE,ZOLINZA,LOVO,-11.5835
VINORELBINE,ABT-888,LOVO,-16.516
VINORELBINE,ABT-888,LOVO,-11.903
VINORELBINE,ABT-888,LOVO,-13.603
VINORELBINE,ABT-888,LOVO,-12.4345
VINORELBINE,AZD1775,LOVO,-50.19
VINORELBINE,AZD1775,LOVO,-36.6665
VINORELBINE,AZD1775,LOVO,-36.76
VINORELBINE,AZD1775,LOVO,-40.405
VINORELBINE,BEZ-235,LOVO,-49.061
VINORELBINE,BEZ-235,LOVO,-49.5565
VINORELBINE,BEZ-235,LOVO,-54.934
VINORELBINE,BEZ-235,LOVO,-51.65
VINORELBINE,BORTEZOMIB,LOVO,-28.5215
VINORELBINE,BORTEZOMIB,LOVO,-40.2755
VINORELBINE,BORTEZOMIB,LOVO,-33.271
VINORELBINE,BORTEZOMIB,LOVO,-40.497
VINORELBINE,DASATINIB,LOVO,-45.554
VINORELBINE,DASATINIB,LOVO,-49.105
VINORELBINE,DASATINIB,LOVO,-43.5825
VINORELBINE,DASATINIB,LOVO,-45.6605
VINORELBINE,DINACICLIB,LOVO,-39.945
VINORELBINE,DINACICLIB,LOVO,-24.0775
VINORELBINE,DINACICLIB,LOVO,-32.0395
VINORELBINE,DINACICLIB,LOVO,-24.483
VINORELBINE,ERLOTINIB,LOVO,-36.9835
VINORELBINE,ERLOTINIB,LOVO,-38.2165
VINORELBINE,ERLOTINIB,LOVO,-36.6395
VINORELBINE,ERLOTINIB,LOVO,-35.8065
VINORELBINE,GELDANAMYCIN,LOVO,-2.0135
VINORELBINE,GELDANAMYCIN,LOVO,4.9015
VINORELBINE,GELDANAMYCIN,LOVO,-1.2905
VINORELBINE,GELDANAMYCIN,LOVO,3.448
VINORELBINE,LAPATINIB,LOVO,-31.1175
VINORELBINE,LAPATINIB,LOVO,-35.0155
VINORELBINE,LAPATINIB,LOVO,-31.6485
VINORELBINE,LAPATINIB,LOVO,-29.757
VINORELBINE,MK-2206,LOVO,-50.6505
VINORELBINE,MK-2206,LOVO,-46.5385
VINORELBINE,MK-2206,LOVO,-46.644
VINORELBINE,MK-2206,LOVO,-46.7805
VINORELBINE,MK-4827,LOVO,-17.967
VINORELBINE,MK-4827,LOVO,-13.018
VINORELBINE,MK-4827,LOVO,-10.379
VINORELBINE,MK-4827,LOVO,-15.386
VINORELBINE,MK-5108,LOVO,-32.803
VINORELBINE,MK-5108,LOVO,-34.448
VINORELBINE,MK-5108,LOVO,-20.5995
VINORELBINE,MK-5108,LOVO,-25.5025
VINORELBINE,MK-8669,LOVO,-22.5
VINORELBINE,MK-8669,LOVO,-22.3615
VINORELBINE,MK-8669,LOVO,-23.7565
VINORELBINE,MK-8669,LOVO,-22.8715
VINORELBINE,MK-8776,LOVO,-43.1955
VINORELBINE,MK-8776,LOVO,-45.7415
VINORELBINE,MK-8776,LOVO,-45.919
VINORELBINE,MK-8776,LOVO,-43.0015
VINORELBINE,PD325901,LOVO,-51.8755
VINORELBINE,PD325901,LOVO,-49.692
VINORELBINE,PD325901,LOVO,-47.2325
VINORELBINE,PD325901,LOVO,-49.7715
VINORELBINE,SORAFENIB,LOVO,-24.9845
VINORELBINE,SORAFENIB,LOVO,-26.739
VINORELBINE,SORAFENIB,LOVO,-38.8275
VINORELBINE,SORAFENIB,LOVO,-33.5575
VINORELBINE,SUNITINIB,LOVO,-35.141
VINORELBINE,SUNITINIB,LOVO,-41.6985
VINORELBINE,SUNITINIB,LOVO,-40.2845
VINORELBINE,SUNITINIB,LOVO,-37.206
VINORELBINE,TEMOZOLOMIDE,LOVO,-4.692
VINORELBINE,TEMOZOLOMIDE,LOVO,-10.7215
VINORELBINE,TEMOZOLOMIDE,LOVO,-23.4745
VINORELBINE,TEMOZOLOMIDE,LOVO,-5.04
VINORELBINE,ZOLINZA,LOVO,-21.7985
VINORELBINE,ZOLINZA,LOVO,-19.0955
VINORELBINE,ZOLINZA,LOVO,-17.864
VINORELBINE,ZOLINZA,LOVO,-20.588
ZOLINZA,ABT-888,LOVO,13.6615
ZOLINZA,ABT-888,LOVO,13.3935
ZOLINZA,ABT-888,LOVO,2.342
ZOLINZA,ABT-888,LOVO,10.833
ZOLINZA,AZD1775,LOVO,-18.963
ZOLINZA,AZD1775,LOVO,-15.756
ZOLINZA,AZD1775,LOVO,-15.3845
ZOLINZA,AZD1775,LOVO,-15.0815
ZOLINZA,BEZ-235,LOVO,-25.084
ZOLINZA,BEZ-235,LOVO,-39.471
ZOLINZA,BEZ-235,LOVO,-37.1905
ZOLINZA,BEZ-235,LOVO,-31.1235
ZOLINZA,BORTEZOMIB,LOVO,-15.683
ZOLINZA,BORTEZOMIB,LOVO,-10.9555
ZOLINZA,BORTEZOMIB,LOVO,-13.509
ZOLINZA,BORTEZOMIB,LOVO,-0.3485
ZOLINZA,DASATINIB,LOVO,-37.307
ZOLINZA,DASATINIB,LOVO,-32.0855
ZOLINZA,DASATINIB,LOVO,-36.7565
ZOLINZA,DASATINIB,LOVO,-35.466
ZOLINZA,DINACICLIB,LOVO,-21.8405
ZOLINZA,DINACICLIB,LOVO,-15.972
ZOLINZA,DINACICLIB,LOVO,-19.501
ZOLINZA,DINACICLIB,LOVO,-13.624
ZOLINZA,ERLOTINIB,LOVO,-21.688
ZOLINZA,ERLOTINIB,LOVO,-18.3615
ZOLINZA,ERLOTINIB,LOVO,-16.533
ZOLINZA,ERLOTINIB,LOVO,-20.809
ZOLINZA,GELDANAMYCIN,LOVO,29.1815
ZOLINZA,GELDANAMYCIN,LOVO,27.6655
ZOLINZA,GELDANAMYCIN,LOVO,28.545
ZOLINZA,GELDANAMYCIN,LOVO,29.3915
ZOLINZA,GEMCITABINE,LOVO,-50.3005
ZOLINZA,GEMCITABINE,LOVO,-48.103
ZOLINZA,GEMCITABINE,LOVO,-37.5935
ZOLINZA,GEMCITABINE,LOVO,-49.263
ZOLINZA,LAPATINIB,LOVO,-20.186
ZOLINZA,LAPATINIB,LOVO,-14.555
ZOLINZA,LAPATINIB,LOVO,-19.089
ZOLINZA,LAPATINIB,LOVO,-18.1825
ZOLINZA,MK-2206,LOVO,-31.9405
ZOLINZA,MK-2206,LOVO,-36.598
ZOLINZA,MK-2206,LOVO,-28.0505
ZOLINZA,MK-2206,LOVO,-29.496
ZOLINZA,MK-4827,LOVO,10.5115
ZOLINZA,MK-4827,LOVO,8.951
ZOLINZA,MK-4827,LOVO,12.27
ZOLINZA,MK-4827,LOVO,5.0425
ZOLINZA,MK-5108,LOVO,-12.222
ZOLINZA,MK-5108,LOVO,-7.3855
ZOLINZA,MK-5108,LOVO,-7.728
ZOLINZA,MK-5108,LOVO,-8.084
ZOLINZA,MK-8669,LOVO,-1.4615
ZOLINZA,MK-8669,LOVO,-8.1585
ZOLINZA,MK-8669,LOVO,-6.8815
ZOLINZA,MK-8669,LOVO,-2.14
ZOLINZA,MK-8776,LOVO,-23.111
ZOLINZA,MK-8776,LOVO,-25.1095
ZOLINZA,MK-8776,LOVO,-13.8495
ZOLINZA,MK-8776,LOVO,-23.5585
ZOLINZA,OXALIPLATIN,LOVO,-31.802
ZOLINZA,OXALIPLATIN,LOVO,-27.0955
ZOLINZA,OXALIPLATIN,LOVO,-30.1445
ZOLINZA,OXALIPLATIN,LOVO,-33.131
ZOLINZA,PD325901,LOVO,-32.056
ZOLINZA,PD325901,LOVO,-28.518
ZOLINZA,PD325901,LOVO,-23.248
ZOLINZA,PD325901,LOVO,-22.8255
ZOLINZA,SN-38,LOVO,14.6195
ZOLINZA,SN-38,LOVO,9.7335
ZOLINZA,SN-38,LOVO,19.233
ZOLINZA,SN-38,LOVO,17.632
ZOLINZA,SORAFENIB,LOVO,-19.9925
ZOLINZA,SORAFENIB,LOVO,-16.5225
ZOLINZA,SORAFENIB,LOVO,-16.791
ZOLINZA,SORAFENIB,LOVO,-13.99
ZOLINZA,SUNITINIB,LOVO,-22.15
ZOLINZA,SUNITINIB,LOVO,-22.8
ZOLINZA,SUNITINIB,LOVO,-21.188
ZOLINZA,SUNITINIB,LOVO,-19.59
ZOLINZA,TEMOZOLOMIDE,LOVO,4.995
ZOLINZA,TEMOZOLOMIDE,LOVO,9.146
ZOLINZA,TEMOZOLOMIDE,LOVO,17.492
ZOLINZA,TEMOZOLOMIDE,LOVO,22.6815
ZOLINZA,TOPOTECAN,LOVO,-25.981
ZOLINZA,TOPOTECAN,LOVO,-21.676
ZOLINZA,TOPOTECAN,LOVO,-27.6915
ZOLINZA,TOPOTECAN,LOVO,-25.586
5-FU,ABT-888,MDAMB436,-1.9425
5-FU,ABT-888,MDAMB436,-6.3495
5-FU,ABT-888,MDAMB436,-0.774
5-FU,ABT-888,MDAMB436,-4.005
5-FU,AZD1775,MDAMB436,10.367
5-FU,AZD1775,MDAMB436,10.494
5-FU,AZD1775,MDAMB436,14.1125
5-FU,AZD1775,MDAMB436,12.543
5-FU,BEZ-235,MDAMB436,-22.3585
5-FU,BEZ-235,MDAMB436,-16.7335
5-FU,BEZ-235,MDAMB436,-15.742
5-FU,BEZ-235,MDAMB436,-14.7415
5-FU,BORTEZOMIB,MDAMB436,-33.2025
5-FU,BORTEZOMIB,MDAMB436,-22.6705
5-FU,BORTEZOMIB,MDAMB436,-26.5955
5-FU,BORTEZOMIB,MDAMB436,-17.694
5-FU,DASATINIB,MDAMB436,-11.616
5-FU,DASATINIB,MDAMB436,-8.996
5-FU,DASATINIB,MDAMB436,-7.0935
5-FU,DASATINIB,MDAMB436,-3.789
5-FU,DINACICLIB,MDAMB436,-21.199
5-FU,DINACICLIB,MDAMB436,-12.974
5-FU,DINACICLIB,MDAMB436,-12.1555
5-FU,DINACICLIB,MDAMB436,-4.91
5-FU,ERLOTINIB,MDAMB436,-4.367
5-FU,ERLOTINIB,MDAMB436,0.741
5-FU,ERLOTINIB,MDAMB436,0.829
5-FU,ERLOTINIB,MDAMB436,3.784
5-FU,GELDANAMYCIN,MDAMB436,-8.5835
5-FU,GELDANAMYCIN,MDAMB436,-8.878
5-FU,GELDANAMYCIN,MDAMB436,-8.1465
5-FU,GELDANAMYCIN,MDAMB436,-7.609
5-FU,L778123,MDAMB436,-14.9295
5-FU,L778123,MDAMB436,-12.8295
5-FU,L778123,MDAMB436,-12.3555
5-FU,L778123,MDAMB436,-9.709
5-FU,LAPATINIB,MDAMB436,-2.012
5-FU,LAPATINIB,MDAMB436,-5.323
5-FU,LAPATINIB,MDAMB436,8.739
5-FU,LAPATINIB,MDAMB436,5.9675
5-FU,MK-2206,MDAMB436,-9.7195
5-FU,MK-2206,MDAMB436,-3.118
5-FU,MK-2206,MDAMB436,1.102
5-FU,MK-2206,MDAMB436,-0.3655
5-FU,MK-4827,MDAMB436,-25.4985
5-FU,MK-4827,MDAMB436,-25.168
5-FU,MK-4827,MDAMB436,-21.2435
5-FU,MK-4827,MDAMB436,-25.967
5-FU,MK-5108,MDAMB436,-8.639
5-FU,MK-5108,MDAMB436,0.6695
5-FU,MK-5108,MDAMB436,2.9885
5-FU,MK-5108,MDAMB436,3.166
5-FU,MK-8669,MDAMB436,-20.4675
5-FU,MK-8669,MDAMB436,-15.39
5-FU,MK-8669,MDAMB436,-12.952
5-FU,MK-8669,MDAMB436,-12.719
5-FU,MK-8776,MDAMB436,-3.7285
5-FU,MK-8776,MDAMB436,-2.6315
5-FU,MK-8776,MDAMB436,1.2865
5-FU,MK-8776,MDAMB436,-0.396
5-FU,PD325901,MDAMB436,-17.618
5-FU,PD325901,MDAMB436,-11.7595
5-FU,PD325901,MDAMB436,-8.8065
5-FU,PD325901,MDAMB436,-12.192
5-FU,SORAFENIB,MDAMB436,-24.552
5-FU,SORAFENIB,MDAMB436,-13.8075
5-FU,SORAFENIB,MDAMB436,-15.754
5-FU,SORAFENIB,MDAMB436,-18.975
5-FU,SUNITINIB,MDAMB436,-12.187
5-FU,SUNITINIB,MDAMB436,-5.013
5-FU,SUNITINIB,MDAMB436,-8.969
5-FU,SUNITINIB,MDAMB436,-5.49
5-FU,TEMOZOLOMIDE,MDAMB436,-9.866
5-FU,TEMOZOLOMIDE,MDAMB436,4.54
5-FU,TEMOZOLOMIDE,MDAMB436,2.4395
5-FU,TEMOZOLOMIDE,MDAMB436,-3.803
5-FU,ZOLINZA,MDAMB436,-5.381
5-FU,ZOLINZA,MDAMB436,1.715
5-FU,ZOLINZA,MDAMB436,0.6405
5-FU,ZOLINZA,MDAMB436,0
ABT-888,BEZ-235,MDAMB436,3.3825
ABT-888,BEZ-235,MDAMB436,2.8355
ABT-888,BEZ-235,MDAMB436,5.05
ABT-888,BEZ-235,MDAMB436,4.8495
ABT-888,DINACICLIB,MDAMB436,-7.442
ABT-888,DINACICLIB,MDAMB436,3.364
ABT-888,DINACICLIB,MDAMB436,3.188
ABT-888,DINACICLIB,MDAMB436,11.25
ABT-888,GELDANAMYCIN,MDAMB436,5.8445
ABT-888,GELDANAMYCIN,MDAMB436,4.7625
ABT-888,GELDANAMYCIN,MDAMB436,12.9195
ABT-888,GELDANAMYCIN,MDAMB436,10.2995
ABT-888,MK-8669,MDAMB436,-9.764
ABT-888,MK-8669,MDAMB436,-6.8915
ABT-888,MK-8669,MDAMB436,-6.9625
ABT-888,MK-8669,MDAMB436,2.298
ABT-888,MK-8776,MDAMB436,-5.2275
ABT-888,MK-8776,MDAMB436,-3.033
ABT-888,MK-8776,MDAMB436,-5.6375
ABT-888,MK-8776,MDAMB436,-0.665
ABT-888,OXALIPLATIN,MDAMB436,-19.893
ABT-888,OXALIPLATIN,MDAMB436,-19.119
ABT-888,OXALIPLATIN,MDAMB436,-18.28
ABT-888,OXALIPLATIN,MDAMB436,-20.468
ABT-888,SN-38,MDAMB436,7.863
ABT-888,SN-38,MDAMB436,6.8905
ABT-888,SN-38,MDAMB436,8.7555
ABT-888,SN-38,MDAMB436,12.1585
ABT-888,SORAFENIB,MDAMB436,-4.48
ABT-888,SORAFENIB,MDAMB436,-4.5565
ABT-888,SORAFENIB,MDAMB436,-12.5125
ABT-888,SORAFENIB,MDAMB436,7.842
ABT-888,TOPOTECAN,MDAMB436,-23.1795
ABT-888,TOPOTECAN,MDAMB436,-18.6945
ABT-888,TOPOTECAN,MDAMB436,-19.834
ABT-888,TOPOTECAN,MDAMB436,-19.293
AZD1775,ABT-888,MDAMB436,13.132
AZD1775,ABT-888,MDAMB436,11.479
AZD1775,ABT-888,MDAMB436,15.676
AZD1775,ABT-888,MDAMB436,13.887
AZD1775,BEZ-235,MDAMB436,9.3955
AZD1775,BEZ-235,MDAMB436,8.7695
AZD1775,BEZ-235,MDAMB436,8.1425
AZD1775,BEZ-235,MDAMB436,7.3405
AZD1775,BORTEZOMIB,MDAMB436,-7.5785
AZD1775,BORTEZOMIB,MDAMB436,-6.0945
AZD1775,BORTEZOMIB,MDAMB436,-3.347
AZD1775,BORTEZOMIB,MDAMB436,0.753
AZD1775,DASATINIB,MDAMB436,11.773
AZD1775,DASATINIB,MDAMB436,18.6745
AZD1775,DASATINIB,MDAMB436,21.7645
AZD1775,DASATINIB,MDAMB436,19.8115
AZD1775,DINACICLIB,MDAMB436,-13.172
AZD1775,DINACICLIB,MDAMB436,10.05
AZD1775,DINACICLIB,MDAMB436,0.1305
AZD1775,DINACICLIB,MDAMB436,4.773
AZD1775,ERLOTINIB,MDAMB436,9.5975
AZD1775,ERLOTINIB,MDAMB436,14.487
AZD1775,ERLOTINIB,MDAMB436,14.966
AZD1775,ERLOTINIB,MDAMB436,17.487
AZD1775,GELDANAMYCIN,MDAMB436,14.4455
AZD1775,GELDANAMYCIN,MDAMB436,11.423
AZD1775,GELDANAMYCIN,MDAMB436,4.2125
AZD1775,GELDANAMYCIN,MDAMB436,15.161
AZD1775,LAPATINIB,MDAMB436,22.499
AZD1775,LAPATINIB,MDAMB436,24.682
AZD1775,LAPATINIB,MDAMB436,20.0615
AZD1775,LAPATINIB,MDAMB436,25.857
AZD1775,MK-2206,MDAMB436,18.293
AZD1775,MK-2206,MDAMB436,21.1365
AZD1775,MK-2206,MDAMB436,15.2445
AZD1775,MK-2206,MDAMB436,18.5215
AZD1775,MK-4827,MDAMB436,-0.8865
AZD1775,MK-4827,MDAMB436,1.1985
AZD1775,MK-4827,MDAMB436,-3.1255
AZD1775,MK-4827,MDAMB436,1.7505
AZD1775,MK-5108,MDAMB436,22.384
AZD1775,MK-5108,MDAMB436,25.407
AZD1775,MK-5108,MDAMB436,30.502
AZD1775,MK-5108,MDAMB436,26.626
AZD1775,MK-8669,MDAMB436,7.061
AZD1775,MK-8669,MDAMB436,10.788
AZD1775,MK-8669,MDAMB436,9.6645
AZD1775,MK-8669,MDAMB436,12.1695
AZD1775,MK-8776,MDAMB436,18.6325
AZD1775,MK-8776,MDAMB436,21.3205
AZD1775,MK-8776,MDAMB436,20.743
AZD1775,MK-8776,MDAMB436,21.699
AZD1775,OXALIPLATIN,MDAMB436,-21.0155
AZD1775,OXALIPLATIN,MDAMB436,-17.011
AZD1775,OXALIPLATIN,MDAMB436,-18.5305
AZD1775,OXALIPLATIN,MDAMB436,-18.5835
AZD1775,PD325901,MDAMB436,5.161
AZD1775,PD325901,MDAMB436,9.844
AZD1775,PD325901,MDAMB436,10.945
AZD1775,PD325901,MDAMB436,12.1215
AZD1775,SN-38,MDAMB436,7.872
AZD1775,SN-38,MDAMB436,8.7565
AZD1775,SN-38,MDAMB436,8.5475
AZD1775,SN-38,MDAMB436,0.3505
AZD1775,SORAFENIB,MDAMB436,-10.993
AZD1775,SORAFENIB,MDAMB436,6.3575
AZD1775,SORAFENIB,MDAMB436,3.008
AZD1775,SORAFENIB,MDAMB436,2.6195
AZD1775,TOPOTECAN,MDAMB436,-22.312
AZD1775,TOPOTECAN,MDAMB436,-21.349
